instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry,dz_jump,bar_range_ratio,is_max50,oneway_run,counter_share10,accel,flat_bars20,zero_bars20,recross_n,bars_stretch,sig_hour,gap_capture,er40_sig,z_sig_check,cost_ret
AUDNZD,2018-08-07 08:00:00+00:00,2018-08-13 12:00:00+00:00,-1,1.101457288349011,-0.002639096396235466,26,2.3489166836258226,0.0008846556578266394,0.38704990997356914,2.79033500415028,0.0,2.0,0.4,0.821550896381158,3.0,0.0,3.0,20.0,4.0,-0.32556030035327727,0.3335599775026267,2.3489166836258226,0.0002723664396008256
GBPAUD,2018-08-08 08:00:00+00:00,2018-08-10 08:00:00+00:00,1,1.736376639299989,0.006780455770333303,12,2.0490610019000557,0.001108117719877263,0.06576917629913615,1.2583078135800478,0.0,4.0,0.3,0.2338632989857218,1.0,0.0,2.0,25.0,4.0,-2.367022004578778,0.4354221380280992,2.0490610019000557,0.0001727735752773911
AUDCAD,2018-08-14 08:00:00+00:00,2018-08-16 08:00:00+00:00,1,0.9506328724999997,0.004507988860862836,12,2.1534160725284313,0.0015196814471659002,0.4730333694487556,2.4457214646254912,0.0,9.0,0.1,0.46731986661593855,0.0,0.0,0.0,17.0,4.0,-0.226245931081441,0.21446006631053352,2.1534160725284313,0.0003155792406074198
EURCAD,2018-08-14 16:00:00+00:00,2018-08-16 12:00:00+00:00,1,1.4832041622,0.009038902223760085,11,2.424134619232618,0.0014331003507906523,0.503087128211025,2.580749198870496,0.0,4.0,0.2,0.7917839926335066,1.0,0.0,0.0,20.0,12.0,-1.0029742406810982,0.22699270479316935,2.424134619232618,0.0002022648045667681
AUDUSD,2018-08-14 16:00:00+00:00,2018-08-17 12:00:00+00:00,1,0.72376,0.005858295567591451,17,2.0094086264220326,0.002023884886139447,0.32244361345379113,3.028603477285493,0.0,3.0,0.3,0.715380055777809,1.0,0.0,1.0,20.0,12.0,-0.04074074074071927,0.37594905706587894,2.0094086264220326,0.00011053387863380128
AUDCHF,2018-08-23 08:00:00+00:00,2018-08-26 20:00:00+00:00,1,0.7164913350000001,0.0063245374767859856,10,2.00286971140014,0.0013812462763085876,0.25829570799069357,1.248187771269013,0.0,4.0,0.1,0.6394279594435778,0.0,0.0,0.0,3.0,4.0,-0.5732894507819724,0.062069678193279285,2.00286971140014,0.0004187070873648458
EURGBP,2018-08-24 00:00:00+00:00,2018-08-29 12:00:00+00:00,-1,0.9014784713281365,0.0018729041105906134,22,2.010098508433039,0.0010827661037424482,0.0840703868738335,0.7174407304607399,0.0,1.0,0.4,0.7245924098345932,1.0,0.0,2.0,20.0,20.0,-1.0252302919502898,0.3518867198977825,2.010098508433039,0.00033278664942271326
AUDCAD,2018-08-29 08:00:00+00:00,2018-09-04 08:00:00+00:00,1,0.9443325913999999,0.0012238842654861562,25,2.5478383670523828,0.0015766979589193395,0.7017961440713414,2.681819619027147,0.0,2.0,0.3,0.5666154853572717,0.0,0.0,0.0,11.0,4.0,-0.21592918526533833,0.25832475794393084,2.5478383670523828,0.00031768468305773656
AUDCHF,2018-08-29 16:00:00+00:00,2018-09-12 12:00:00+00:00,1,0.709557883,-0.02105512031919733,61,2.3853098737000815,0.0017261879887205192,0.4428588235946811,3.408453971250053,0.0,3.0,0.2,0.7449900896315522,2.0,0.0,0.0,16.0,12.0,-0.05314194196775033,0.4362360387703994,2.3853098737000815,0.0004227984878860123
AUDUSD,2018-08-31 12:00:00+00:00,2018-09-12 12:00:00+00:00,1,0.71915,-0.004449697559619008,50,2.322278854369872,0.00214280260320628,0.5563960907629157,2.33653007846558,0.0,4.0,0.4,0.46450058388623766,2.0,0.0,0.0,9.0,8.0,-1.2462686567164143,0.20267508824075814,2.322278854369872,0.00011124243899047489
NZDUSD,2018-09-04 08:00:00+00:00,2018-09-12 12:00:00+00:00,1,0.6553,-0.00013734167556845553,38,2.4520256198440333,0.0019169300533301245,0.6917082252333286,3.291020216266923,0.0,2.0,0.3,0.7689527786983675,1.0,0.0,1.0,19.0,4.0,-0.22571428571430865,0.3054211035817955,2.4520256198440333,0.00021364260643979855
USDCHF,2018-09-14 08:00:00+00:00,2018-09-19 08:00:00+00:00,1,0.9647600000000002,0.0038351507110575976,19,2.058686797028761,0.0011263250958385342,0.1329485136800641,1.025331724969841,0.0,2.0,0.2,0.2749018289610798,1.0,0.0,0.0,6.0,4.0,0.9647058823528413,0.2283419391853081,2.058686797028761,0.00010365272192047762
USDJPY,2018-09-14 16:00:00+00:00,2018-09-27 04:00:00+00:00,-1,112.0245,-0.005150659007627618,53,2.0603768013511874,0.001280191318011266,0.5542201225449992,2.398800599700093,0.0,2.0,0.2,0.3009577767384662,1.0,0.0,1.0,10.0,12.0,0.27499999999995706,0.1540393470071123,2.0603768013511874,6.248633111506858e-05
GBPUSD,2018-09-20 12:00:00+00:00,2018-09-21 12:00:00+00:00,-1,1.323555,0.012768642028476319,6,2.9174104899083075,0.00213125212722066,1.4356191568353376,6.3223012681719615,1.0,3.0,0.4,1.0239179343078118,0.0,0.0,2.0,49.0,8.0,0.41487279843442687,0.3531388627503722,2.9174104899083075,6.799868535874973e-05
GBPJPY,2018-09-20 12:00:00+00:00,2018-09-21 12:00:00+00:00,-1,148.99059359999998,0.012127496215304763,6,2.212098846932573,0.0023660828054401454,0.8572918254199038,5.061035212016734,0.0,2.0,0.4,1.0310959481880715,0.0,0.0,3.0,49.0,8.0,-0.057634513872423535,0.3601478426526941,2.212098846932573,0.0002013549934604731
