instr,entry,exit,dir,ret,bars_held,year,z_sig,z_sigprev,z_cf_sig,z_entry_raw,z_cf_entry,gap_sig,gap_entry,gap_sig_atr,gap_entry_atr,gap_sig_bd_bps,gap_entry_bd_bps,gap_z_share,delta_sig_h,delta_entry_h,wknd_sig,wknd_entry,sessgap_sig,sessgap_entry,holiday,gap_made,gap_alone,gap_saved,r1,r2,r3,ret_path,filled_18
AUDUSD,2017-09-07 16:00:00+00:00,2017-09-12 00:00:00+00:00,-1,0.004672897196261551,15,2017,2.2203371134899017,1.9690206582047411,2.1999454720016454,2.318162013463674,2.284833078502139,7.999999999996898e-05,0.000140000000000029,0.055729710902102846,0.09681881051177643,0.9971705286246398,1.7420085358421864,0.6582335293959384,4.0,4.0,False,False,False,False,False,False,False,False,-0.0011308843266890634,-0.007232688770691498,-0.005033056618780174,0.004772083312621134,1.0
USDCHF,2017-09-08 04:00:00+00:00,2017-09-11 12:00:00+00:00,1,0.0068113416759069045,9,2017,-2.2693237242449014,-1.5707347004921381,-2.2641193825657977,-1.9229126191589756,-1.9333382848399379,-2.999999999997449e-05,6.0000000000060005e-05,0.01564537157756144,0.030983733539922155,0.3159291476228911,-0.6345446084866112,0.012123835038775007,4.0,4.0,False,False,False,False,False,False,False,False,-0.001267293272784853,-0.0012356109409652483,-0.002027669236455698,0.006917309113950942,1.0
EURCHF,2017-09-19 20:00:00+00:00,2017-09-25 12:00:00+00:00,-1,0.005637955883575506,23,2017,2.004939348925527,1.855458630094937,2.006001143850612,1.8121913241473728,1.8058058546824087,-5.140999999930784e-06,3.124519999975206e-05,0.005054131234858752,0.0306750824270388,-0.04457215622840205,0.27061357658610047,-0.0073459586399537355,4.0,4.0,False,False,False,False,False,False,False,False,6.207652753609239e-05,0.0013853408638415665,0.0007944812358501308,0.00589713669367764,1.0
AUDCHF,2017-09-20 16:00:00+00:00,2017-09-21 12:00:00+00:00,-1,0.010487350118182009,5,2017,2.279773814209481,1.8218666249254407,2.240893991082518,2.705800690729141,2.6903859599973683,0.00014223690000003675,6.0466999999952975e-05,0.11655784433240635,0.04967880202465618,1.8374218359347807,0.7792244246033749,0.21826242898440368,4.0,4.0,False,False,False,False,False,False,False,False,-0.0008015096495697094,0.0011176770301373207,0.004270457050559728,0.010871007929612708,1.0
AUDUSD,2017-09-28 04:00:00+00:00,2017-10-04 00:00:00+00:00,1,0.004641468903437024,24,2017,-2.229848282450232,-1.8989127637198242,-2.2328693374667816,-2.11081581077848,-2.1167467098832278,2.0000000000020002e-05,4.0000000000040004e-05,0.01953125000001959,0.039273441335336494,-0.2547965449591052,-0.5114173933060578,-0.029885622831514067,4.0,4.0,False,False,False,False,False,False,False,False,-0.00023016725487179368,0.001022965577208268,0.004027926960257888,0.0047440028643035426,1.0
USDJPY,2017-09-28 04:00:00+00:00,2017-10-04 00:00:00+00:00,-1,0.0012674776751089218,24,2017,2.031153867288761,1.857775965220667,2.084493164718258,1.5726603129680934,1.5484597479576447,-0.030000000000001137,0.01300000000000523,0.17554125219427125,0.0822264389627144,-2.657548323087109,1.1501778351888263,-0.3750371553743017,4.0,4.0,False,False,False,False,False,False,False,False,0.0015953769521208638,0.0014712920780670657,0.0034743764735077898,0.0013294807934340902,1.0
USDCHF,2017-10-03 04:00:00+00:00,2017-10-04 00:00:00+00:00,-1,0.003668107953031873,5,2017,2.672453391079751,1.6045157975729412,2.6158770321105838,1.941843425516063,1.948757450462439,0.00017000000000000348,-2.0000000000020002e-05,0.1515827017387447,0.018382352941194665,1.7444843509492405,-0.204576373474832,0.14305592643640963,4.0,4.0,False,False,False,False,False,False,False,False,0.0015983115273096038,0.002653606958802457,0.0026433613720888705,0.0037703759105763845,1.0
NZDUSD,2017-10-05 16:00:00+00:00,2017-10-12 00:00:00+00:00,1,-0.0015036960004497287,27,2017,-2.5351409168560752,-1.636324773209548,-2.5431992398856123,-2.4451365580209563,-2.4611787484807692,3.0000000000085514e-05,5.999999999994898e-05,0.02543450614674434,0.05461993627669308,-0.4196802036859885,-0.8431229273220867,-0.022158020222202784,4.0,4.0,False,False,False,False,False,False,False,False,-0.0002810923247740238,-0.002571994771682795,-0.0014335708563477656,-0.001307079310199466,0.0
AUDUSD,2017-10-06 04:00:00+00:00,2017-10-11 04:00:00+00:00,1,0.0017749881024347674,19,2017,-2.688367759850717,-1.592274100868886,-2.685846151270753,-2.03292241871596,-2.0300071454406674,-9.99999999995449e-06,-1.0000000000065512e-05,0.008810572687184725,0.008012820512873154,0.128354875559364,0.1290089532221987,0.006184568077077418,4.0,4.0,False,False,False,False,False,False,False,False,0.00033443525462106827,-0.0013634668073009282,-0.0010161686582714768,0.0018779825836410247,0.0
USDCHF,2017-10-06 04:00:00+00:00,2017-10-10 08:00:00+00:00,-1,0.0034191349078365224,14,2017,2.047923459572907,1.8205240547258885,2.022081053867716,2.1616812799053924,2.161681279908614,9.00000000000345e-05,0.0,0.07569386038690902,0.0,0.9200196270857305,0.0,0.14398812980604112,4.0,4.0,False,False,False,False,False,False,False,False,3.061755610667127e-05,0.0021840523356092545,0.0016227304736535775,0.0035210189522671964,1.0
EURAUD,2017-10-09 08:00:00+00:00,2017-10-12 20:00:00+00:00,-1,0.0011906355499520238,21,2017,2.0232460335565916,1.9073862232107155,2.0404983525013036,2.179256494386222,2.238317644755102,-9.041367252948795e-05,-0.00032296984145441243,0.04427678891575808,0.15667024911264027,-0.5983204494325479,-2.135727886847219,-0.18628242517271068,4.0,4.0,False,False,False,False,False,False,False,False,0.0007095610982189582,-0.0008646305710886537,3.4279499605549546e-05,0.0013887238589651574,0.0
USDCHF,2017-10-18 12:00:00+00:00,2017-10-19 08:00:00+00:00,-1,0.006803899000804619,5,2017,2.7217826780924907,1.351801016756754,2.7581018534913775,2.2867298943586944,2.297641838597161,-9.999999999998899e-05,-2.999999999997449e-05,0.09037505648440088,0.028571428571404555,-1.0213148407258381,-0.30535594324424903,-0.056030904610748895,4.0,4.0,False,False,False,False,False,False,False,False,0.0004990629837856586,0.0007536869551048042,0.0015379287867677283,0.006905402102175495,1.0
EURCHF,2017-10-18 20:00:00+00:00,2017-10-26 20:00:00+00:00,-1,-0.003937244884838177,37,2017,2.475181847142863,1.97175372319095,2.478151837688011,2.2716583848801926,2.31470034601813,-7.783800000105146e-06,-0.00010992799999987035,0.008865317290734429,0.13869402057393404,-0.06733741269937886,-0.9497805602368726,-0.10514626636372627,4.0,4.0,False,False,False,False,False,False,False,False,0.00032734052334604247,0.00019456318819521812,0.0027436041307898895,-0.003677472122593173,1.0
USDCHF,2017-10-24 16:00:00+00:00,2017-11-02 12:00:00+00:00,-1,-0.00719003090097551,42,2017,2.116871013279279,1.9922143465455953,2.0969709267671908,2.2235383423064934,2.21036240791977,9.999999999998899e-05,7.00000000000145e-05,0.07930214115780246,0.05303030303031383,1.0122584498272984,0.7077283940633164,2.555994384881069,4.0,4.0,False,False,False,False,False,False,True,False,-0.0005553816481707052,-0.0011107632963416325,-0.0007674364592904492,-0.007088689400288839,0.0
EURCAD,2017-10-24 20:00:00+00:00,2017-10-27 12:00:00+00:00,-1,-0.000518294539181566,16,2017,2.1592594267255496,1.9940101448114702,2.1684914209373054,1.8310666522420154,1.8748197731288831,-6.330199999982078e-05,-0.0003020778000002444,0.03650544707775494,0.1735455234659444,-0.4249640905331467,-2.0253497794569406,-1.5412716870742567,4.0,4.0,False,False,False,False,False,False,False,False,-0.0007690979757726257,-0.0009708373899219858,-0.0032445809480325938,-0.00031692283905626617,0.0
GBPCHF,2017-10-31 20:00:00+00:00,2017-11-02 12:00:00+00:00,-1,0.016850312611037158,10,2017,2.1102091516960764,1.9984871517862755,2.1121740623145735,2.143295976251881,2.1486940576501863,-1.9780999999996496e-05,-5.3463400000230976e-05,0.009770282945757503,0.02619121687017772,-0.14945324256479162,-0.4034581310042486,-1.2988154400894105,4.0,4.0,False,False,False,False,False,False,False,False,0.00029345568555183554,-0.0025136678367636556,-0.003422434305152766,0.01707466939908009,1.0
EURUSD,2017-11-07 12:00:00+00:00,2017-11-09 08:00:00+00:00,1,0.005546292536694619,11,2017,-2.2891948331517504,-1.4249170788312613,-2.359910822682813,-2.068126570180999,-2.0067101439181707,0.00021000000000004349,-0.00017000000000000348,0.20388349514567597,0.16983016983017393,-1.8121726223867476,1.469342598834928,-0.1229665965168065,4.0,4.0,False,False,False,False,False,False,False,False,0.0010367170626350841,0.0022289416846652532,0.001857451403887822,0.0055982721382290546,1.0
EURAUD,2017-11-13 16:00:00+00:00,2017-11-21 08:00:00+00:00,-1,-0.01193405602987906,35,2017,2.6350131596037487,1.9460971927558726,2.64355428533321,2.85293300931656,2.8509000157983273,-4.606661185957428e-05,1.2377495508753e-05,0.02620829800995482,0.006740669871594668,-0.3024107435019622,0.0810391966650071,-0.1584541912776116,4.0,4.0,False,False,False,False,False,False,False,False,-0.0012870532716258154,0.0001074823309185069,-0.0014083462885072784,-0.01173679261408811,0.0
AUDCHF,2017-11-14 16:00:00+00:00,2017-11-21 08:00:00+00:00,1,-0.0034904578755422617,29,2017,-2.874449470470998,-1.9361341939243242,-2.8410748600347087,-2.7256886512803513,-2.745898721597462,-0.00012698660000010076,7.849049999997249e-05,0.11954544590176687,0.07808207996838544,1.672809933080333,-1.0388101092645365,0.5225740108367706,4.0,4.0,False,False,False,False,False,False,False,False,-0.0004701380369389607,-0.0069829885441271555,-0.010120751676528927,-0.0030940229212770287,0.0
EURCAD,2017-11-14 16:00:00+00:00,2017-11-21 12:00:00+00:00,-1,0.003002066452572715,30,2017,3.041027293931639,1.8268059797925298,3.0012067418259543,2.9466872411686125,3.0161023311441215,0.0003175449999996971,-0.0005864264000001729,0.17643499541514285,0.33303208272685325,2.1279274838115065,-3.9078228670454673,0.22991874695202308,4.0,4.0,False,False,False,False,False,False,False,False,-0.00033212997134346445,-0.0004658981470502255,-0.0007273395944908945,0.0032015863306067427,0.0
AUDCAD,2017-11-15 04:00:00+00:00,2017-11-20 20:00:00+00:00,1,0.0034695349231908157,23,2017,-2.5399903483600967,-0.9737995965582148,-2.5269029531488343,-2.913956092871033,-2.917459028311973,-5.334450000016311e-05,1.5174599999889793e-05,0.04911886382474058,0.01302698851953381,0.5489117853584291,-0.15707710915174236,0.012753254790554058,4.0,4.0,False,False,False,False,False,False,False,False,0.0039104034191785875,0.004386345984148665,0.004184353372374661,0.003781190843781035,0.0
AUDUSD,2017-11-15 04:00:00+00:00,2017-11-21 16:00:00+00:00,1,0.000329776147950869,28,2017,-3.136466108615987,-1.4522818570396658,-3.1470134599439574,-3.040669616246197,-3.0406696162541564,2.999999999997449e-05,0.0,0.027649769585229734,0.0,-0.3932105642568254,-0.0,-0.01925689602130711,4.0,4.0,False,False,False,False,False,False,False,False,0.0022557878767890394,0.00021106787151259354,0.0004485192269638727,0.00043532748499441887,0.0
GBPAUD,2017-11-16 12:00:00+00:00,2017-11-23 08:00:00+00:00,-1,-0.003928809028928197,30,2017,2.215487182174394,1.6998792553677373,2.2077687073191785,1.9319830528254929,1.9622842174332016,7.999605002262378e-05,-0.0003163847766189942,0.027053341818321804,0.10960511585019285,0.4615402501134119,-1.8191465170914158,0.025717898523386438,4.0,4.0,False,False,False,False,False,False,False,False,3.555404127908446e-05,-0.0011753262926716967,-0.003412342109934574,-0.0037558294992701136,0.0
EURCHF,2017-11-16 16:00:00+00:00,2017-11-17 20:00:00+00:00,-1,0.0031064448512010496,7,2017,2.168311040877777,1.8831478439483342,2.2087958307359754,1.9406871190000892,2.0201664517480222,-0.00017059189999990565,-0.0003410240000001341,0.1560829202710501,0.3214148466207283,-1.4607243774581293,-2.9161169102844475,-0.34646164201111,4.0,4.0,False,False,False,False,False,False,False,False,-0.0008965247444201463,-0.001712267726079908,0.00012325412628966248,0.003362660328760869,1.0
EURCAD,2017-11-24 16:00:00+00:00,2017-12-01 12:00:00+00:00,-1,0.003262750949424847,30,2017,3.5200854653443,1.7731580330137509,3.513717583032288,3.2200466694946455,3.1834346750600027,2.9788300000221923e-05,0.00018117040000009688,0.016854183268212246,0.10620167027189958,0.19743986040528638,1.195600178041235,0.028071888092902668,4.0,4.0,False,False,False,False,True,False,False,False,0.00033642963095015244,-0.0004599616161176101,-0.0002098891980590878,0.0034603262563938086,0.0
GBPUSD,2017-11-24 16:00:00+00:00,2017-11-28 08:00:00+00:00,-1,0.002520563976189601,11,2017,2.026075175629667,1.4868194086751463,1.9964585343760277,1.631614743695278,1.4869662567442197,0.00018999999999991246,0.0008799999999999919,0.13863553447640378,0.6819062378922806,1.4269727898813545,6.591414682376144,0.057711927836513265,4.0,4.0,False,False,False,False,True,True,False,False,-0.0002850541602905654,0.0005551054700392299,0.0010577009631831391,0.0025879917184264967,1.0
EURAUD,2017-12-01 04:00:00+00:00,2017-12-01 12:00:00+00:00,-1,0.007482650450369686,2,2017,2.059969848424766,1.9656904272923013,2.0604747932900405,1.8733283479933938,1.858496777899275,-4.055411147563248e-06,0.00012132519074214976,0.0023821379865161846,0.07147642077164455,-0.025775834542316543,0.7703332221658723,-0.014717317221528643,4.0,4.0,False,False,False,False,False,False,False,False,0.0012540493387332985,0.007672477710029879,0.007672477710029879,0.007672477710029879,1.0
GBPCHF,2017-12-07 20:00:00+00:00,2017-12-08 20:00:00+00:00,-1,0.009639388392431109,6,2017,2.198236182193676,1.3948041039873076,2.1422327543636857,2.326131969652635,2.3696592758107107,0.00048280430000002816,-0.00038863719999970847,0.20134708339838153,0.15969001243199132,3.6241442716998864,-2.9021571472334884,0.09253768605994579,4.0,4.0,False,False,False,False,False,False,False,False,0.0005615585708637072,-0.002228101505300728,-0.0003135495348869366,0.009862016991279865,1.0
AUDNZD,2017-12-12 04:00:00+00:00,2017-12-14 00:00:00+00:00,1,0.007386491205338092,11,2017,-2.2569860706937264,-1.9283512087883676,-2.261858537215628,-2.110935652604777,-2.1374965257899703,3.676126716367634e-05,0.00020580510640799687,0.02512935446444718,0.14803878092036532,-0.33730381646369356,-1.8938945832854683,-0.06800486706760667,4.0,4.0,False,False,False,False,False,False,False,False,0.003327383456291244,0.002804371854757459,0.0027523589953994954,0.0076635874679755744,1.0
NZDCAD,2017-12-13 16:00:00+00:00,2017-12-20 00:00:00+00:00,-1,0.0031021552231771214,27,2017,2.2549049508892063,1.6728719008728896,2.2437655360770297,2.123529757584929,2.1245439292224684,0.00010414350000009787,-9.782799999857872e-06,0.06729109593687797,0.006655288745165095,1.1662351596586895,-0.10882788378455659,0.03405214911803781,4.0,4.0,False,False,False,False,False,False,False,False,-0.000520984728623386,0.0020799534519326812,0.0008204932298889744,0.0034352981152809825,1.0
EURJPY,2017-12-20 16:00:00+00:00,2018-01-03 08:00:00+00:00,-1,-0.0012230797925599421,51,2017,2.568509052457881,1.4909323723568095,2.589858970016446,2.512963129991695,2.4450015347977585,-0.014449059999975589,0.04835570000000189,0.09546456027517841,0.3234053107787411,-1.0788711491383682,3.59185550823289,-0.041939256002994744,4.0,4.0,False,False,False,False,False,False,False,False,0.001497688168134892,0.0010803559481993297,-0.0009041317214886213,-0.0010002482841273697,0.0
AUDUSD,2017-12-27 08:00:00+00:00,2018-01-08 04:00:00+00:00,-1,-0.007463358768802992,43,2017,2.1998543055456423,1.9181103477225698,2.184905268535721,2.6287321288996224,2.626086284030707,4.999999999999449e-05,1.0000000000065512e-05,0.09285051067779897,0.01670843776117875,0.6461283986353057,0.12901394640845187,0.18255098897326244,4.0,4.0,False,False,False,False,True,False,False,False,0.0008363678474465619,-0.0004374847202028853,-0.00020587516244829906,-0.0073600370575290786,0.0
USDCAD,2017-12-27 12:00:00+00:00,2018-01-09 20:00:00+00:00,1,-0.01499632791338646,52,2017,-2.0275340940545767,-1.7076965435276608,-2.0094465279648475,-1.6181541772395254,-1.6326749250586272,-0.0001500000000000945,0.00012000000000012001,0.13204225352121468,0.09771986970694023,1.183870942283091,-0.949532355315957,0.06187941226565999,4.0,4.0,False,False,False,False,True,False,False,False,-0.0019427443237908237,-0.0009002961500494955,-0.0020533070088846195,-0.014902270483711844,0.0
NZDUSD,2017-12-29 08:00:00+00:00,2018-01-09 20:00:00+00:00,-1,-0.0033844511852602773,41,2017,2.0122064348518367,1.997401310347291,1.991021974553902,2.316065347693644,2.3268718625632157,9.00000000000345e-05,-4.999999999999449e-05,0.09955752212393143,0.05181347150258472,1.268141468226497,-0.7039675611747035,8.151977776896409,4.0,4.0,False,False,False,False,True,True,True,False,0.0012356947272343932,0.00374921013831353,0.004746191111423048,-0.003187530716843412,1.0
EURCHF,2018-01-04 16:00:00+00:00,2018-01-05 12:00:00+00:00,-1,0.0021600258925354443,5,2018,2.0168652694077895,1.9553474307417604,2.0407009894025845,1.7779383558104167,1.7300409593235766,-6.13517000001007e-05,0.00012438650000023976,0.06465677525170371,0.1349132097743249,-0.5214866418083269,1.0568830982520534,-0.5338039980845364,4.0,4.0,False,False,False,False,False,False,False,False,0.0006500768865268514,7.986980742558103e-05,-0.0005106210196577088,0.002414725224687775,1.0
AUDCHF,2018-01-11 08:00:00+00:00,2018-01-12 08:00:00+00:00,-1,0.007629300363946685,6,2018,2.0750723476051145,1.694542257336743,2.0891898965863693,1.5309928729373292,1.5601041898399872,-4.8934999999916684e-05,-9.829480000000945e-05,0.05068893996791075,0.09777984440504825,-0.6352917259594795,-1.2735563670121277,-0.04621768254477778,4.0,4.0,False,False,False,False,False,False,False,False,0.0038051578314525214,3.724742176736129e-05,0.0013198066026609556,0.008017239416610478,1.0
NZDUSD,2018-01-15 16:00:00+00:00,2018-01-17 04:00:00+00:00,-1,0.008110922343398802,9,2018,2.316365030632207,1.9331451592848878,2.3094604227151474,2.0164764664873944,1.9564482109439851,3.999999999992898e-05,0.00033999999999989594,0.03457216940356862,0.29720279720270465,0.5491488193290633,4.651417314215497,0.10327760627658832,4.0,4.0,False,False,False,False,False,False,False,False,0.0006301801493253656,0.0011096650455509893,0.002493321460373954,0.008301938488937566,1.0
NZDCAD,2018-01-23 04:00:00+00:00,2018-01-24 20:00:00+00:00,-1,0.006804399268392524,10,2018,2.0243214180495763,1.8395052535257022,2.019987422508619,2.1202747632948697,2.0961182889441874,1.2554300000022778e-05,7.322999999992419e-05,0.009137270895465541,0.05261336806744193,0.1377541902620189,0.8028710669345297,0.027003971383270216,4.0,4.0,False,False,False,False,False,False,False,False,7.655366584702339e-05,-0.0025417985927651543,-0.0015571266659100136,0.007131963549088627,1.0
NZDUSD,2018-01-23 16:00:00+00:00,2018-01-25 20:00:00+00:00,-1,0.005726410859777956,13,2018,2.974871625421434,1.4498480709739423,2.939991793335438,2.492413488362356,2.5867099391070845,0.0001100000000000545,-0.00029999999999996696,0.09977324263043687,0.2801120448179022,1.5036360653952445,-4.076640847940848,0.06340036314649393,4.0,4.0,False,False,False,False,False,False,False,False,-0.0011696542719581426,-0.0011832549030275086,-0.0013328618447896456,0.005916274515137654,1.0
EURUSD,2018-01-24 12:00:00+00:00,2018-01-29 12:00:00+00:00,-1,0.0018981769424004956,19,2018,2.5272531283665436,1.8586893028006242,2.455118362342444,3.2878609991058028,3.318020259035459,0.00031999999999987594,-0.00015999999999993797,0.20170185943893687,0.08971124193997004,2.599026989269884,-1.2966069417089114,0.5104692528855347,4.0,4.0,False,False,False,False,False,False,False,False,-0.001930439558664565,-0.0009450268969195541,-0.004103193706282315,0.0019465938645946146,0.0
USDCAD,2018-01-24 12:00:00+00:00,2018-01-30 04:00:00+00:00,1,0.002154055454781004,23,2018,-3.9670626802628663,-1.3510384262446318,-3.9272591253908233,-2.926423444884292,-2.9545965027810444,-0.000180000000000069,0.0001100000000000545,0.11654257041118148,0.06634499396867007,1.4503380093310638,-0.8925601058093856,0.061334224523819515,4.0,4.0,False,False,False,False,False,False,False,False,-0.0022270452373625016,0.00019436031162434197,-0.0028992079817302674,0.002251340276315572,0.0
AUDCAD,2018-01-26 20:00:00+00:00,2018-01-30 04:00:00+00:00,-1,0.002857823220172063,9,2018,2.166190007973795,1.1878461247181706,2.1329134788975908,1.5820357315316596,1.599192047470693,9.363359999992049e-05,-4.479550000024979e-05,0.07178313770209781,0.03423058074693624,0.9385847885199212,-0.44786891552132746,0.040973182655388546,4.0,4.0,False,False,False,False,False,False,False,False,-0.0004349654793336377,0.0011466015512738847,0.0007103980055566117,0.0031577497840000746,1.0
AUDCHF,2018-02-01 12:00:00+00:00,2018-02-12 16:00:00+00:00,1,-0.01181396477097921,45,2018,-2.198674159448089,-1.9649774456727551,-2.1713153856808973,-2.205913755246607,-2.215563131377842,-0.00019119480000007183,6.926340000001918e-05,0.12616262440999643,0.0464567361910438,2.5565806105565816,-0.9289498158319871,0.7811758534673355,4.0,4.0,False,False,False,False,False,False,False,False,0.0007539812152226322,-0.00048811923560199144,-0.0037439462094804865,-0.011413524260813879,0.0
GBPAUD,2018-02-02 04:00:00+00:00,2018-02-05 12:00:00+00:00,-1,0.007726897063366101,9,2018,2.2750735724427624,1.8051707446772778,2.2776960517593547,1.9597097972124042,1.948176952899704,-3.4513884161979647e-05,0.00015300289138608925,0.008823064605561459,0.03844260179248087,-0.19449140827566885,0.8587408966883571,-0.013460397989246272,4.0,4.0,False,False,False,False,False,False,False,False,-0.0004586788834868294,0.0006639802244687854,-0.0003417529412488296,0.00789482507564332,1.0
AUDNZD,2018-02-06 04:00:00+00:00,2018-02-08 00:00:00+00:00,1,0.009046685180760098,11,2018,-2.2172032821957677,-1.4999773833368155,-2.239793331748627,-2.166863408111932,-2.15287055533711,0.0001975891612298053,-0.00012770493450897646,0.12929292873728848,0.08268095133245858,-1.8227730565207407,1.1851765780738224,-0.04517805555198702,4.0,4.0,False,False,False,False,False,False,False,False,0.00036113753613764565,0.0031897633740241016,0.003026348434128634,0.009326590872385632,1.0
NZDCAD,2018-02-07 08:00:00+00:00,2018-02-07 20:00:00+00:00,-1,0.007352402083174772,3,2018,2.044019726446111,1.9720121675609876,2.0652897983175893,1.9747708621215143,1.992900953472289,-9.079610000006788e-05,-7.995460000009835e-05,0.07819759748754156,0.06926729382240439,-0.9929742275376912,-0.8736636226376997,-0.7599756757808079,4.0,4.0,False,False,False,False,False,False,False,False,0.002555815932145822,0.0034362522270994234,0.007678921417676898,0.007678921417676898,1.0
USDJPY,2018-02-13 08:00:00+00:00,2018-02-20 04:00:00+00:00,1,-0.006335493160547161,30,2018,-2.715179274786348,-1.3814393934172462,-2.7287909941154376,-2.6443953008189465,-2.562678191255422,0.009000000000000341,-0.05700000000000216,0.04156084045255278,0.26810912511760127,-0.8288895642804172,5.289826827774575,-0.02200547397333915,4.0,4.0,False,False,False,False,False,False,False,False,-0.0017093381888447778,0.0005109434803611812,0.001133365538255715,-0.006270669986251032,0.0
EURCAD,2018-02-13 16:00:00+00:00,2018-02-20 04:00:00+00:00,-1,-0.0004713640781923656,28,2018,2.3363624463882737,1.7494379293853075,2.2961465833903136,2.01746970702049,1.9850783127311251,0.0002336849999999835,0.00018145650000023217,0.10862162619274723,0.09122787473678036,1.5041116991753294,1.165417234403113,0.1605025968188256,4.0,4.0,False,False,False,False,False,False,False,False,0.0003985626728180147,-0.0004837820789334035,-0.0007333832142228935,-0.00027848749641212756,1.0
NZDCAD,2018-02-14 04:00:00+00:00,2018-02-23 08:00:00+00:00,-1,-0.007428122397445542,44,2018,2.3605064140944263,1.3950490159653124,2.35800638493252,1.8163109410906682,1.842088552372763,1.1841600000006558e-05,-0.00011723559999998745,0.008789398685959586,0.08404258937049648,0.1291814545620033,-1.272717008418673,0.004132614423126253,4.0,4.0,False,False,False,False,False,False,False,False,0.00014586175438857651,-0.0025225553893808428,-0.0023754286063226715,-0.007100563605615617,0.0
EURAUD,2018-02-15 16:00:00+00:00,2018-02-16 04:00:00+00:00,-1,0.0023396498904549147,3,2018,2.869765880913776,1.0828646524964496,2.9064456089348054,1.597462852517374,1.5413287613435032,-0.00015494285416783882,0.00020469544317447408,0.06307606819446125,0.08348199464779012,-0.9845791781116764,1.295251709478976,-0.03999380039257248,4.0,4.0,False,False,False,False,False,False,False,False,0.00130252308797274,0.0004257478935182357,0.0025297578386085373,0.0025297578386085373,1.0
AUDNZD,2018-02-15 16:00:00+00:00,2018-02-20 00:00:00+00:00,1,0.003431963857653997,15,2018,-2.2935819718203976,-1.5963971366260756,-2.330251943405,-2.149297429611528,-2.0935565996841397,0.00014843319152801904,-0.0002158564922560835,0.09597455612313964,0.15415559222259448,-1.3826681679944668,2.015985683641558,-0.09085656944566546,4.0,4.0,False,False,False,False,False,False,False,False,0.002570897786571491,0.002149888267896749,0.0030410197520716054,0.0037125395153054797,1.0
USDCAD,2018-02-21 08:00:00+00:00,2018-02-23 20:00:00+00:00,-1,0.0025269874361343327,15,2018,2.058223002720077,1.9739294942150958,2.058223002716272,1.9049593679223342,1.8626959490532224,0.0,0.00024000000000001798,0.0,0.1757597949469194,0.0,1.8946271531649586,1.459486970213883e-10,4.0,4.0,False,False,False,False,False,False,False,False,1.57929231910936e-05,-0.0015477064727296153,-0.0027795544816369144,0.0026216252497256454,1.0
AUDNZD,2018-02-21 20:00:00+00:00,2018-02-23 00:00:00+00:00,1,0.005310400594894467,7,2018,-2.1056706002082897,-1.6835871800427264,-2.0639721046195936,-2.1143181307777232,-2.088983236966607,-0.0001830801250708447,-0.0001165334804422713,0.169279638125265,0.10613297165515964,1.7131277226815238,1.0926243016151789,0.13178510148333056,4.0,4.0,False,False,False,False,False,False,False,False,0.000808072391009329,0.0005010509503677874,0.0006388988922259031,0.005592598221866751,1.0
EURCAD,2018-02-22 20:00:00+00:00,2018-02-23 12:00:00+00:00,-1,0.0050819802449330355,4,2018,2.5232433983912324,1.8859914767683716,2.5228172571106886,2.20110279828488,2.2410381886552737,2.01860000004217e-06,-0.00018343260000031059,0.001704553822052875,0.14968345128368551,0.01289887622269592,-1.1698433344154944,0.003737801950806476,4.0,4.0,False,False,False,False,False,False,False,False,0.0013836605632169263,0.002631440978523969,0.0031757050505382134,0.005272931545104775,1.0
EURJPY,2018-02-23 16:00:00+00:00,2018-02-26 20:00:00+00:00,1,0.004413818469152488,8,2018,-2.3973523566338355,-1.9267723884711612,-2.3984572122607393,-2.0027412117157497,-2.0265083810149496,0.000650200000023915,0.01392976999997586,0.0035638846021177383,0.0740260880955816,-0.049468865333158966,-1.0624360907045163,-0.015087964824151714,4.0,4.0,False,False,False,False,False,False,False,False,0.0010119210230177256,0.002538429397526576,-0.00038214052253504605,0.0046429029829553325,1.0
AUDUSD,2018-03-01 04:00:00+00:00,2018-03-06 00:00:00+00:00,1,0.0064307433525265375,18,2018,-2.4776187664928,-1.9628397636435007,-2.454833603303549,-2.403746247224202,-2.411167805191565,-0.00011999999999989797,3.999999999992898e-05,0.08995502248867901,0.029962546816426138,1.545873805167057,-0.5173372650956295,0.61315980260889,4.0,4.0,False,False,False,False,False,False,False,False,0.000802267051409622,0.002199764495801171,0.004166612750870158,0.006534594531644178,1.0
EURJPY,2018-03-01 12:00:00+00:00,2018-03-05 16:00:00+00:00,1,0.003828490845946714,14,2018,-2.239994663001517,-1.9586081670075028,-2.2464251798896044,-1.6226535138229672,-1.6270210154691704,0.005344569999977011,0.0035037100000181454,0.025719062385768907,0.015638944792062535,-0.41018392183567703,-0.26955702854227576,-0.1553571422955103,4.0,4.0,False,False,False,False,False,False,False,False,-0.0012366598020691066,-0.0006750201277050394,-0.001328017723974062,0.004059047030418261,1.0
