instr,is_cross,entry,exit,dir,ret,bars_held,z_entry,sig_label,sig_contig,z_sig,z_cf_med,z_cf_l5,spike_made_med,spike_made_l5,sig_minutes,sig_max1m,sig_spike5,sig_spike_share_net,sig_spike_share_hl,sig_last30_share,sig_stale_run,sig_net_move,sig_hl_range,ent_minutes,ent_max1m,ent_spike5,ent_spike_share_net,ent_spike_share_hl,ent_last30_share,ent_stale_run,ent_net_move,ent_hl_range,ent_close_drift,ent_drift_fav
AUDCHF,True,2018-04-13 04:00:00+00:00,2018-04-20 04:00:00+00:00,-1,0.000216756603973617,31,2.2906661429134596,2018-04-13 00:00:00+00:00,True,2.2906661429134596,2.1552261451037014,2.285111929690324,False,False,240,0.0005239072825081736,0.0007677278999999038,0.4454250556499681,0.44237233639815593,0.10847652471311706,2.0,0.0017235848999999082,0.0017354789999999287,238,0.0010429252963738977,0.0011303524999999315,1.5053777832645363,0.3568455410111675,-1.888178918418277,3.0,0.0007508763000000362,0.0031676239999999245,-0.4287058374017757,-0.4287058374017757
USDJPY,False,2018-04-13 08:00:00+00:00,2018-04-16 04:00:00+00:00,-1,0.0044293600642581225,6,2.0080359143224933,2018-04-13 04:00:00+00:00,True,2.0080359143224933,1.5320513003142415,1.9848920408053012,True,True,240,0.0010882254165371918,0.11299999999999955,0.3951048951048916,0.3373134328358115,0.03146853146853251,2.0,0.28600000000000136,0.33500000000000796,240,0.0002971023260824879,0.06199999999999761,1.215686274509711,0.3212435233160534,0.2745098039214757,2.0,0.05100000000000193,0.19299999999999784,0.0,-0.0
EURCAD,True,2018-04-13 12:00:00+00:00,2018-04-16 08:00:00+00:00,1,0.0037517146817255317,6,2.0396337663942026,2018-04-13 08:00:00+00:00,True,-2.0396337663942026,-1.8042849835107564,-2.1369045441139014,True,False,240,0.0009538402554288283,0.0012385126000000746,0.3754654769599945,0.25531565496386555,-0.052057053922619334,2.0,-0.003298605800000187,0.0048509074000000485,240,0.0007106666983350829,0.0031367621000000234,0.5662115595414262,0.41735573950108523,0.042666672057858054,1.0,0.00553991180000013,0.00751579960000015,-0.24588595325793103,0.24588595325793103
EURCHF,True,2018-04-17 16:00:00+00:00,2018-04-23 08:00:00+00:00,-1,0.0005094739387613871,23,2.2008174197690678,2018-04-17 12:00:00+00:00,True,2.2008174197690678,1.9248840571856352,2.216692536146906,True,False,240,0.0006255494672000872,0.0013202399999998615,0.4559344361141834,0.41089969772920637,0.21427108904835124,2.0,0.0028956794999999147,0.003213046900000238,240,0.00026736179842060115,0.0006860483999999722,0.4081741640769272,0.3978129946942924,0.1434609549161076,2.0,0.0016807736999999712,0.0017245499999998248,0.09716528163795522,0.09716528163795522
NZDCAD,True,2018-04-18 08:00:00+00:00,2018-04-18 12:00:00+00:00,1,0.005961158142376622,1,2.4538686815021493,2018-04-18 04:00:00+00:00,True,-2.4538686815021493,-1.8098902026336412,-2.4172474865207625,True,False,239,0.00040779243269707666,0.0005081079999998961,0.21477281464488496,0.19466778058352446,0.3338112985290869,2.0,-0.002365792900000052,0.0026101288999998973,240,0.0003653461298063626,0.0006566359999999882,3.9095925041869286,0.47827653910508044,-2.5282721393983834,2.0,0.00016795510000000569,0.001372921199999988,-0.10833464700969224,0.10833464700969224
USDCHF,False,2018-04-18 20:00:00+00:00,2018-05-11 08:00:00+00:00,-1,-0.03238063770031378,102,2.068360513150814,2018-04-18 16:00:00+00:00,True,2.068360513150814,1.971950789405736,2.1099803504596553,True,False,240,0.00033086220924882087,0.0005399999999999849,0.4462809917355084,0.24884792626727356,-0.08264462809916143,3.0,0.0012100000000000444,0.0021700000000000053,238,0.0004027615035107901,0.00043999999999999595,1.4666666666668147,0.5116279069767562,0.8666666666668887,3.0,0.00029999999999996696,0.0008599999999999719,0.07791575359145345,0.07791575359145345
USDJPY,False,2018-04-23 00:00:00+00:00,2018-05-03 08:00:00+00:00,-1,-0.01319066635127803,51,2.3530551117311855,2018-04-22 20:00:00+00:00,True,2.3530551117311855,1.9724708597731904,2.3496945385653714,True,False,179,0.00042681513058084875,0.07399999999999807,0.2983870967741972,0.36815920398007596,0.4314516129032397,4.0,0.24799999999999045,0.20100000000000762,240,0.0007330052148883937,0.0759999999999934,1.0410958904109642,0.5352112676056028,0.4657534246574649,3.0,-0.07299999999999329,0.1419999999999959,-0.05887075194003606,-0.05887075194003606
EURJPY,True,2018-04-24 16:00:00+00:00,2018-04-26 08:00:00+00:00,-1,0.0020141196669056427,10,2.8892331392282067,2018-04-24 12:00:00+00:00,True,2.8892331392282067,2.88344185215297,2.935863866436282,False,False,240,0.0010749670289440516,0.17557604000000993,0.49790563258884796,0.3009434820090347,-0.10647435131218916,1.0,0.3526291499999843,0.5834186499999987,240,0.00040942262768517423,0.12490101000000209,0.4262418792876394,0.27416045843121795,0.01622504406405923,2.0,-0.2930284800000038,0.4555763099999979,0.01658711927698907,0.01658711927698907
AUDUSD,False,2018-04-24 16:00:00+00:00,2018-05-03 08:00:00+00:00,1,-0.00920326058374941,41,2.019012583732116,2018-04-24 12:00:00+00:00,True,-2.019012583732116,-1.9131508186958261,-2.064507740841204,True,False,240,0.000683149872859723,0.0012500000000000844,0.5760368663594845,0.44483985765127887,0.15207373271886665,2.0,-0.0021700000000000053,0.002809999999999979,240,0.0004077257508987575,0.0004899999999999904,0.6282051282051136,0.39837398373980876,0.089743589743608,3.0,0.0007800000000000029,0.0012300000000000644,-0.08822846528907488,0.08822846528907488
NZDCAD,True,2018-05-01 20:00:00+00:00,2018-05-03 12:00:00+00:00,1,0.006064938263498207,10,2.0012640222816267,2018-05-01 16:00:00+00:00,True,-2.0012640222816267,-1.7330838843416296,-2.013673601298518,True,False,240,0.00124295409270056,0.0019933009999999474,0.8551167124547555,0.6340445053023838,-0.053795535703545616,1.0,-0.0023310279999999572,0.00314378719999997,238,0.0015011695595883306,0.0015296743999999585,3.8998270453712838,0.8202017621791758,-1.2830663550215087,3.0,-0.00039224160000006503,0.0018649976999998152,0.07684695753754511,-0.07684695753754511
EURUSD,False,2018-05-02 20:00:00+00:00,2018-05-10 16:00:00+00:00,1,-0.0021588693549333196,36,2.148359514724763,2018-05-02 16:00:00+00:00,True,-2.148359514724763,-1.8990218963050252,-2.1304826866530333,True,False,240,0.001178274757872133,0.0039599999999999635,1.4558823529411333,0.46533490011750356,0.8235294117646963,2.0,-0.0027200000000000557,0.008510000000000018,240,0.00046056516345643894,0.00046999999999997044,0.4519230769229825,0.22596153846151537,-0.16346153846151792,4.0,0.001040000000000152,0.002080000000000082,0.034123869646889675,-0.034123869646889675
GBPUSD,False,2018-05-02 20:00:00+00:00,2018-05-09 08:00:00+00:00,1,0.0012230928776945185,28,2.0298208939412437,2018-05-02 16:00:00+00:00,True,-2.0298208939412437,-1.8040978744001317,-2.0646058334655146,True,False,240,0.0009607452014185336,0.0035199999999999676,0.8380952380952341,0.37566702241195443,0.2619047619047342,2.0,-0.0041999999999999815,0.009369999999999878,239,0.0003022918909258432,0.0005799999999998029,1.0175438596488495,0.3602484472048713,-0.43859649122824784,5.0,0.0005699999999999594,0.0016099999999998893,-0.0026777346365150683,0.0026777346365150683
NZDUSD,False,2018-05-15 12:00:00+00:00,2018-05-18 08:00:00+00:00,1,0.005104118194509041,17,2.1252728087293034,2018-05-15 08:00:00+00:00,True,-2.1252728087293034,-1.6201300213121994,-2.0978231716343814,True,False,240,0.0005800632431563479,0.0007300000000000084,0.40109890109892055,0.2179104477611989,0.31318681318680247,3.0,-0.0018199999999999328,0.003349999999999964,240,0.0006957126987283679,0.0013600000000000279,0.7727272727272957,0.26053639846743815,-0.13068181818185545,2.0,-0.0017599999999999838,0.005220000000000002,0.0,0.0
EURUSD,False,2018-05-16 00:00:00+00:00,2018-05-22 04:00:00+00:00,1,-0.0014027971437019298,26,2.0471156235350945,2018-05-15 20:00:00+00:00,True,-2.0471156235350945,-1.6995472956617124,-1.9316299722185462,True,True,240,0.0003465926176655365,0.0006899999999998574,0.31797235023034826,0.23630136986298012,0.3225806451613563,3.0,-0.0021700000000000053,0.0029199999999998116,240,0.00028768456432282097,0.0008500000000000174,0.6589147286821773,0.477528089887679,0.2635658914728709,3.0,0.0012900000000000134,0.0017799999999998928,0.01796945193167414,-0.01796945193167414
EURAUD,True,2018-05-16 12:00:00+00:00,2018-05-31 04:00:00+00:00,1,-0.016142019136465832,66,2.8448043290774234,2018-05-16 08:00:00+00:00,True,-2.8448043290774234,-2.263820052799026,-2.7938608368679194,False,False,240,0.0007451530169725884,0.0022373927539300897,0.33944256483055996,0.25272893231100113,-0.1533460714487407,1.0,-0.006591373580525861,0.008852934776683252,240,0.0004236435159439278,0.001643952952440797,0.4048445190640101,0.2646714184348994,-0.026258232944468173,2.0,-0.004060702010346029,0.006211297623907042,0.024652755630605407,-0.024652755630605407
EURCAD,True,2018-05-16 16:00:00+00:00,2018-05-18 12:00:00+00:00,1,0.005215708907796051,11,2.2182168894321164,2018-05-16 12:00:00+00:00,True,-2.2182168894321164,-2.2629647326403917,-2.257146422042377,False,False,240,0.0007760698192684212,0.0017915160000001595,0.46252185212288605,0.20500102837165507,-0.46463846126974134,1.0,-0.0038733651000000258,0.008739058600000016,240,0.0003887189309520478,0.0008678840999996051,0.40498936060978336,0.24414119321646882,-0.4470333834193192,2.0,-0.0021429800000001276,0.0035548450000000287,0.0,0.0
GBPAUD,True,2018-05-21 08:00:00+00:00,2018-05-29 00:00:00+00:00,1,-0.00782266913114893,35,2.042782360966538,2018-05-21 04:00:00+00:00,True,-2.042782360966538,-1.7478512484953292,-1.964461738068162,True,True,240,0.0003644961548323611,0.0016517259666066764,0.9051880203074428,0.40197580680245065,1.0526793343105665,2.0,-0.0018247324639202311,0.00410901835049593,240,0.000471952307252832,0.0016137248706773466,1.995620868778886,0.33166137219981656,-1.7835449671431343,2.0,-0.0008086329903258527,0.004865579792949548,0.1286610186847497,-0.1286610186847497
USDJPY,False,2018-05-21 08:00:00+00:00,2018-05-23 00:00:00+00:00,-1,0.006409536095217027,10,2.171022253046272,2018-05-21 04:00:00+00:00,True,2.171022253046272,2.100496661087872,2.1799725261810443,False,False,240,0.00031475811099213047,0.06199999999999761,0.2818181818181724,0.2649572649572608,0.1590909090908944,3.0,0.21999999999999886,0.23399999999999466,240,0.0001976391116267351,0.054000000000002046,0.46956521739134305,0.40298507462687994,0.4521739130435567,4.0,-0.11499999999999488,0.13400000000000034,-0.15644096797847074,-0.15644096797847074
GBPCHF,True,2018-05-22 16:00:00+00:00,2018-06-01 12:00:00+00:00,1,-0.011814574559317462,48,2.3673588286257345,2018-05-22 12:00:00+00:00,True,-2.3673588286257345,-2.034280405781047,-2.4083474366689064,False,False,240,0.0008094832829156906,0.002546566799999761,0.5471359489633908,0.3251571240842143,-0.2155891776619669,2.0,-0.004654358400000058,0.007831803799999815,240,0.00027810390224647374,0.0006634971000001322,0.7041977586992956,0.3074261604079929,0.0055178142113746715,2.0,-0.0009422027999999028,0.0021582324000000153,0.06382773983375499,-0.06382773983375499
EURUSD,False,2018-05-25 12:00:00+00:00,2018-05-30 12:00:00+00:00,1,-0.00017144571600024263,19,2.0867061403171223,2018-05-25 08:00:00+00:00,True,-2.0867061403171223,-1.27418800233381,-2.059609949135947,True,False,240,0.0012501071925137275,0.0027800000000000047,1.3627450980393383,0.40115440115440876,1.3627450980393383,2.0,-0.0020399999999998197,0.006929999999999881,240,0.0007723068329710259,0.0011300000000000754,3.5312499999991545,0.31215469613262126,-2.624999999999046,2.0,-0.000320000000000098,0.0036199999999999566,-0.06929133858271137,0.06929133858271137
USDCAD,False,2018-05-28 16:00:00+00:00,2018-05-30 12:00:00+00:00,-1,0.011490979619481385,11,2.194679839603424,2018-05-28 12:00:00+00:00,True,2.194679839603424,1.8670188368294207,2.195925185587385,True,False,240,0.00040814598331034846,0.0012799999999999478,0.39024390243901447,0.2969837587006815,0.09146341463413768,3.0,0.0032799999999999496,0.004310000000000036,240,0.00030770887905973154,0.0006099999999999994,0.25311203319501807,0.20469798657718222,0.15352697095434767,5.0,-0.0024100000000000232,0.0029799999999999827,-0.0032932652725392664,-0.0032932652725392664
AUDCHF,True,2018-06-04 16:00:00+00:00,2018-06-05 12:00:00+00:00,-1,0.007550276360365462,5,2.494241227012554,2018-06-04 12:00:00+00:00,True,2.494241227012554,1.9587715075812921,2.4218533766824186,True,False,240,0.00073520455731102,0.0008810698000000228,0.33162580276446485,0.3295511636835149,0.11463301680443674,1.0,0.002656819199999938,0.0026735448000000384,239,0.0004684287506503959,0.000552539700000021,8.252785955297355,0.5909837862813314,0.38956176000807874,2.0,6.695189999994522e-05,0.0009349490000001293,0.003441683684184265,0.003441683684184265
USDCAD,False,2018-06-13 08:00:00+00:00,2018-06-13 12:00:00+00:00,-1,0.0045531676379578865,1,2.1065379832844964,2018-06-13 04:00:00+00:00,True,2.1065379832844964,1.8308494918341627,2.114490059072576,True,False,240,0.000345289298311513,0.000640000000000196,0.587155963302913,0.29493087557612646,-0.35779816513750257,3.0,0.0010900000000000354,0.0021700000000000053,240,0.000429853319175999,0.0008899999999998354,0.8476190476188945,0.2834394904457946,0.028571428571404402,2.0,-0.0010499999999999954,0.0031400000000001427,-0.02242870874712978,-0.02242870874712978
AUDCHF,True,2018-06-14 08:00:00+00:00,2018-06-27 08:00:00+00:00,1,-0.015555540607394008,56,2.024615592147447,2018-06-14 04:00:00+00:00,True,-2.024615592147447,-1.8728767847969818,-2.0332687562160388,True,False,239,0.0004014874169324112,0.0006252578000000009,0.4658083780989553,0.2816162739341381,-0.2534123902663717,2.0,-0.0013423068999999233,0.0022202474000001526,240,0.0013656720269847322,0.0024038559000001403,0.9573174500441206,0.6436766346397211,1.1345552101819896,2.0,0.0025110332000000124,0.0037345707000000505,0.5097047365053928,-0.5097047365053928
AUDUSD,False,2018-06-18 16:00:00+00:00,2018-06-22 08:00:00+00:00,1,0.00107822524125279,22,2.000178047542535,2018-06-18 12:00:00+00:00,True,-2.000178047542535,-1.7824037272168485,-1.9578603953601565,True,True,240,0.00040332881255539244,0.0007500000000000284,0.29411764705882865,0.27573529411765185,0.24705882352941433,3.0,-0.0025500000000000522,0.0027200000000000557,240,0.00029647997629711487,0.0006599999999999939,3.1428571428564633,0.5892857142857036,0.5714285714284959,4.0,0.00021000000000004349,0.0011200000000000099,0.07962840079631457,-0.07962840079631457
USDCAD,False,2018-06-19 12:00:00+00:00,2018-06-27 08:00:00+00:00,-1,-0.0021487703002243735,36,2.1655425445843006,2018-06-19 08:00:00+00:00,True,2.1655425445843006,1.9310888101375876,2.1717949597200303,True,False,240,0.0005806128267408228,0.0013999999999998458,0.39106145251393254,0.22544283413845972,-0.39385474860339836,2.0,0.0035799999999999166,0.006210000000000049,240,0.0005799874373104141,0.0011499999999999844,1.4935064935065947,0.3323699421965255,1.168831168831135,2.0,-0.0007699999999999374,0.0034600000000000186,-0.041520695471632826,-0.041520695471632826
NZDUSD,False,2018-06-20 20:00:00+00:00,2018-06-22 16:00:00+00:00,1,0.007033331877156816,11,2.0056516218649025,2018-06-20 16:00:00+00:00,True,-2.0056516218649025,-1.827164939299908,-2.013665411221547,True,False,240,0.00037871064046890446,0.00041000000000002146,0.22162162162163102,0.20000000000001084,0.06486486486486909,3.0,-0.0018500000000000183,0.0020499999999999963,239,0.0005392367744395665,0.00047000000000008146,0.7833333333334105,0.5280898876405069,0.516666666666682,6.0,0.0006000000000000449,0.0008900000000000574,-0.03598046774603098,0.03598046774603098
EURCAD,True,2018-06-25 16:00:00+00:00,2018-06-27 08:00:00+00:00,-1,0.006628089030531205,10,2.106490625002534,2018-06-25 12:00:00+00:00,True,2.106490625002534,1.8757043010314711,2.1185458152913648,True,False,240,0.000456568790289158,0.001343160399999821,0.4080363537328034,0.24725215636851844,0.2294532737968741,1.0,0.0032917665000000706,0.005432350600000024,240,0.0003846926566871689,0.001595353499999952,3.4687939686359437,0.5224772641751257,2.11677243600417,2.0,-0.0004599159000000519,0.0030534409999996015,-0.10522492918116257,-0.10522492918116257
NZDUSD,False,2018-06-27 04:00:00+00:00,2018-07-05 00:00:00+00:00,1,-0.007578644932422251,36,2.394479914535819,2018-06-27 00:00:00+00:00,True,-2.394479914535819,-2.331556408678435,-2.364468595405588,False,False,240,0.001724894449009473,0.0014800000000000368,0.5362318840579874,0.42528735632184494,0.0760869565217553,3.0,-0.0027599999999999847,0.0034800000000000386,240,0.0006746154214817279,0.0009400000000000519,9.400000000001555,0.5136612021858212,6.800000000000888,3.0,-9.999999999998899e-05,0.0018299999999999983,-0.13963480128895683,0.13963480128895683
GBPUSD,False,2018-06-27 16:00:00+00:00,2018-06-29 12:00:00+00:00,1,0.00626837331137103,11,2.107661394474407,2018-06-27 12:00:00+00:00,True,-2.107661394474407,-1.7332743630442353,-2.2008368450845994,True,False,240,0.0005325097308859772,0.0014300000000000423,0.28039215686275987,0.23675496688742245,0.14117647058824911,3.0,-0.005099999999999882,0.006040000000000045,240,0.00043457543807917665,0.0009200000000000319,0.35937499999999595,0.23057644110276848,0.26171875000005457,3.0,-0.0025600000000001177,0.003989999999999938,0.14488087572435124,-0.14488087572435124
AUDUSD,False,2018-06-27 20:00:00+00:00,2018-06-29 00:00:00+00:00,1,0.005367043086186044,7,2.5962777448423258,2018-06-27 16:00:00+00:00,True,-2.5962777448423258,-1.7241187023850257,-2.589896870842616,True,False,240,0.0009397536902767678,0.0018700000000000383,0.4594594594594668,0.40740740740741727,0.1474201474201578,3.0,-0.004070000000000018,0.004589999999999983,240,0.00036786495683688303,0.0004899999999999904,0.515789473684197,0.48999999999999,0.13684210526311852,3.0,0.0009500000000000064,0.0010000000000000009,0.0,0.0
EURGBP,True,2018-06-28 12:00:00+00:00,2018-07-03 16:00:00+00:00,-1,0.0006612964650259549,20,2.516481446048799,2018-06-28 08:00:00+00:00,True,2.516481446048799,1.8515895052542892,2.652551749859563,True,False,240,0.00040043237486496464,0.0009937196542478821,0.6005197132361857,0.3256639310392825,0.08825334656611354,1.0,0.0016547660840187106,0.0030513654093551335,240,0.0006837620668157796,0.000975265629920119,1.3721533730501048,0.31920135151673157,0.6520771303390285,1.0,-0.0007107555533331089,0.0030553305156322264,0.2644231940196316,0.2644231940196316
AUDCHF,True,2018-07-02 16:00:00+00:00,2018-07-03 04:00:00+00:00,1,0.004612193022286115,3,2.9790255815819435,2018-07-02 12:00:00+00:00,True,-2.9790255815819435,-1.4984602781203011,-2.951592838674219,True,False,240,0.0010157825831028644,0.0012806023000001554,0.5006989676221026,0.3183213255864924,0.10765243061816204,2.0,-0.0025576292000000223,0.004022986199999967,240,0.0003427887244641936,0.0004399358000000131,0.8207665585832729,0.3062510150396228,0.21282037887632832,2.0,0.0005360060000000333,0.001436520299999966,-0.039581398542507765,0.039581398542507765
GBPUSD,False,2018-07-19 08:00:00+00:00,2018-07-20 16:00:00+00:00,1,0.011155807910692,8,2.353494995846247,2018-07-19 04:00:00+00:00,True,-2.353494995846247,-1.7827401633204605,-2.24934406898518,True,False,240,0.0004910159525390312,0.0012099999999999334,0.19999999999998533,0.19236883942764843,0.08429752066115721,2.0,-0.006050000000000111,0.006290000000000129,240,0.002029926727768805,0.0036400000000000876,1.1446540880503562,0.6854990583804117,-0.003144654088001129,2.0,-0.0031799999999999606,0.005310000000000148,0.12289942312512596,-0.12289942312512596
GBPCHF,True,2018-07-30 20:00:00+00:00,2018-08-01 12:00:00+00:00,1,0.002683378637643731,10,2.137666020488773,2018-07-30 16:00:00+00:00,True,-2.137666020488773,-2.005778350458942,-2.13964859807108,False,False,240,0.000278364879321813,0.0008935420000000249,0.9384682586303466,0.5132152899837661,-0.015900696555530874,2.0,-0.0009521281000000048,0.001741066599999952,231,0.00026091734448802084,0.0005623539999997096,1.7721403307084338,0.9004550680357857,0.4026090787389045,3.0,0.0003173303999999266,0.0006245219999998497,0.095890483411939,-0.095890483411939
GBPCHF,True,2018-08-02 20:00:00+00:00,2018-08-17 16:00:00+00:00,1,-0.0209037248637209,67,2.044572200427546,2018-08-02 16:00:00+00:00,True,-2.044572200427546,-1.9315057271549216,-1.970232349350808,True,True,240,0.0002968300448691896,0.0009289910000001012,1.169476248323987,0.5285309337531308,0.3274154828070122,2.0,-0.0007943650000001856,0.0017576852000000809,238,0.00047819131927751,0.0011475317000002594,2.9974827065044685,0.8032775478612619,0.14399326283774683,2.0,0.0003828318000000941,0.0014285619000002914,-0.004328732109180832,0.004328732109180832
GBPUSD,False,2018-08-03 20:00:00+00:00,2018-08-17 16:00:00+00:00,1,-0.019566897792955746,61,2.061446743203217,2018-08-03 16:00:00+00:00,True,-2.061446743203217,-1.930603127366922,-2.110752852756953,True,False,240,0.0002688533421222328,0.0009500000000000064,0.593749999999987,0.41850220264317567,0.07499999999993408,4.0,-0.0016000000000000458,0.0022699999999999942,60,0.00016923076963476502,0.00041000000000002146,2.1578947368432124,0.5189873417721341,-0.0,4.0,-0.00018999999999991246,0.0007900000000000684,,
GBPJPY,True,2018-08-06 08:00:00+00:00,2018-08-20 08:00:00+00:00,1,-0.020836864999526975,62,2.1394217644365483,2018-08-06 04:00:00+00:00,True,-2.1394217644365483,-1.8015841929603158,-2.038636992270427,True,False,240,0.0008025589248772391,0.2312838600000191,0.7020323205090129,0.5740450250985851,0.5376253357803292,2.0,-0.3294490199999984,0.4029019500000004,240,0.0005660857025810984,0.12995494000000463,0.6615412699520925,0.4825796304104115,-0.19588849021995036,2.0,-0.1964426800000183,0.2692922200000112,0.020154294692861903,-0.020154294692861903
EURUSD,False,2018-08-06 12:00:00+00:00,2018-08-08 00:00:00+00:00,1,0.0047477385544044,9,2.0399789401057973,2018-08-06 08:00:00+00:00,True,-2.0399789401057973,-1.8056958376517207,-2.0925068920917904,True,False,240,0.0003815139212147156,0.0008599999999998609,0.37719298245606947,0.24225352112672532,-0.3815789473683788,3.0,-0.0022800000000000598,0.003549999999999942,240,0.00046703915328885626,0.0010399999999999299,0.4882629107980971,0.31419939577037875,-0.3192488262910916,2.0,0.0021299999999999653,0.003309999999999924,0.03308519437545809,-0.03308519437545809
AUDNZD,True,2018-08-07 08:00:00+00:00,2018-08-13 12:00:00+00:00,-1,-0.002639096396235466,26,2.3489166836258226,2018-08-07 04:00:00+00:00,True,2.3489166836258226,2.0257684837342027,2.4021799771664947,False,False,240,0.00047307065191433406,0.0008892791776853315,0.3984592032172637,0.25433931893526485,-0.16978293187613652,1.0,0.002231794799831599,0.003496428241642313,240,0.0002747524829726372,0.0005709604380224054,0.7858150010042774,0.35540505079529044,0.0667407011350344,2.0,0.0007265837853600576,0.0016065062574230904,-0.04833271309810574,-0.04833271309810574
GBPAUD,True,2018-08-08 08:00:00+00:00,2018-08-10 08:00:00+00:00,1,0.006780455770333303,12,2.0490610019000557,2018-08-08 04:00:00+00:00,True,-2.0490610019000557,-1.8335724457230704,-2.003981947083758,True,False,240,0.00031742706698223433,0.0012345177798460671,0.5901984122264267,0.36574721935483984,0.46298137764339586,2.0,-0.0020916995950379658,0.0033753305958790225,240,0.0004949218331858907,0.0023698140800967327,0.4786440536153068,0.36530969494064713,-0.18754514932905336,2.0,-0.004951098968423384,0.006487137113844632,0.14246318300759064,-0.14246318300759064
AUDCAD,True,2018-08-14 08:00:00+00:00,2018-08-16 08:00:00+00:00,1,0.004507988860862836,12,2.1534160725284313,2018-08-14 04:00:00+00:00,True,-2.1534160725284313,-1.7077232094664143,-2.200544641234511,True,False,240,0.0007985627445993362,0.0010754707999997004,0.3813219569724806,0.2624152245270729,-0.18408181721387068,2.0,-0.0028203747000000723,0.0040983552000000145,240,0.00038346234223628206,0.0009639170999998781,1.510609102076895,0.5227274773203887,-0.13043366515776803,2.0,-0.0006380983000000562,0.0018440145999998325,0.09426914379903338,-0.09426914379903338
EURCAD,True,2018-08-14 16:00:00+00:00,2018-08-16 12:00:00+00:00,1,0.009038902223760085,11,2.424134619232618,2018-08-14 12:00:00+00:00,True,-2.424134619232618,-2.190233190372059,-2.4562395443743177,False,False,240,0.0005163180866659123,0.0012971720000003462,0.28197551107651025,0.25907610810560144,0.07275996901244358,2.0,-0.004600300199999907,0.00500691480000004,240,0.0004489159333651571,0.0011314649000000454,0.24522522039854308,0.24034045158939624,0.1640374846667476,1.0,-0.004613982600000011,0.004707758900000192,-0.029180539035533196,0.029180539035533196
AUDUSD,False,2018-08-14 16:00:00+00:00,2018-08-17 12:00:00+00:00,1,0.005858295567591451,17,2.0094086264220326,2018-08-14 12:00:00+00:00,True,-2.0094086264220326,-1.7099821974891942,-2.02692241978563,True,False,240,0.0009793306851121897,0.0015100000000000113,0.559259259259256,0.5084175084175074,0.2148148148148212,3.0,-0.0027000000000000357,0.002970000000000028,240,0.0005534111017154175,0.0009500000000000064,8.636363636368133,0.62091503267973,1.0909090909097332,3.0,-0.00010999999999994348,0.0015300000000000313,0.012714558169092735,-0.012714558169092735
AUDCHF,True,2018-08-23 08:00:00+00:00,2018-08-26 20:00:00+00:00,1,0.0063245374767859856,10,2.00286971140014,2018-08-23 04:00:00+00:00,True,-2.00286971140014,-1.6828283537237076,-1.9514305482252776,True,True,240,0.0007143850215675096,0.00048793990000006726,0.43023725392999496,0.28388991045609063,0.04279818452780679,2.0,-0.0011341182000000893,0.0017187644999998586,240,0.00037605639256271806,0.000571707399999899,0.8793090507522485,0.38611117264430767,0.4876390772989157,2.0,-0.0006501779999998902,0.0014806807999999672,-0.14162860649696998,0.14162860649696998
EURGBP,True,2018-08-24 00:00:00+00:00,2018-08-29 12:00:00+00:00,-1,0.0018729041105906134,22,2.010098508433039,2018-08-23 20:00:00+00:00,True,2.010098508433039,1.929347098338052,2.0060525035800567,True,False,239,0.00032607160941283686,0.00054929404820514,1.0089841130446795,0.6331637241100392,-0.04428255260724091,3.0,0.0005444030694869983,0.000867538722274741,240,0.0003208579939711492,0.0005274896821462205,0.9450874026046455,0.6313952899087524,0.00046475058154728054,2.0,0.0005581385178687892,0.000835434933672774,0.00748844094421172,0.00748844094421172
AUDCAD,True,2018-08-29 08:00:00+00:00,2018-09-04 08:00:00+00:00,1,0.0012238842654861562,25,2.5478383670523828,2018-08-29 04:00:00+00:00,True,-2.5478383670523828,-2.6293520050580415,-2.522101326478354,False,False,239,0.0013740760506151667,0.0016032127999999757,0.5172919055691786,0.3495379995702398,-0.2429787670663247,2.0,-0.003099241999999891,0.00458666239999983,240,0.00040047166507918563,0.0006595549000000256,0.9855623767961784,0.45491247681393565,0.4726324862137773,1.0,-0.0006692168000000942,0.001449850100000205,-0.018842734568681494,0.018842734568681494
AUDCHF,True,2018-08-29 16:00:00+00:00,2018-09-12 12:00:00+00:00,1,-0.02105512031919733,61,2.3853098737000815,2018-08-29 12:00:00+00:00,True,-2.3853098737000815,-2.362605098385654,-2.412333231047132,False,False,240,0.0008923510687871561,0.001266056800000026,0.43506445709657704,0.24139303692794079,0.04683901364799054,2.0,-0.0029100441999999616,0.005244794199999903,240,0.0004077983284565545,0.00046428809999998766,3.0022755284025813,0.40377116102528937,-0.07668769973136666,2.0,-0.0001546453999999864,0.0011498793000001006,-0.002844022661164747,0.002844022661164747
AUDUSD,False,2018-08-31 12:00:00+00:00,2018-09-12 12:00:00+00:00,1,-0.004449697559619008,50,2.322278854369872,2018-08-31 08:00:00+00:00,True,-2.322278854369872,-2.0883719773830456,-2.4495316241271023,False,False,240,0.0009813475656086923,0.0010000000000000009,0.3731343283582071,0.28169014084507527,0.07089552238802663,4.0,-0.0026800000000000157,0.003549999999999942,240,0.0018060828205118673,0.0016800000000000148,0.5029940119760509,0.3660130718954294,0.42514970059879426,2.0,-0.0033400000000000096,0.004589999999999983,-0.06412997007267367,0.06412997007267367
