instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry,f_z_depth,f_vol_entry,f_is_cross,f_is_jpy,f_slow_z_dir,f_er40,f_rsi_dist,f_vol_pctile,f_atr_pct,f_pre_ret_dir,f_slope_dir,f_dist_high,f_dist_low,f_hour,f_dow,mae,mfe,t_mae_bars,t_mfe_bars,worst_bar,worst_bar_t,max_gap_h,n_weekends,vol_expand,ret_from_mae,bleed_share,slowz_exit_dir,ever_pos_05,year,ev
AUDNZD,2019-08-28 08:00:00+00:00,2019-09-06 04:00:00+00:00,-1,1.06190919395466,-0.004391985869933116,42,2.077931736257806,0.0014555559386786193,2.077931736257806,0.0014555559386786193,1.0,0.0,2.292220943184683,0.18078437407789646,-0.3350188916478771,0.63,0.09126932994959482,0.00289634571057662,0.02231834282491118,0.0,0.8387105934383341,8.0,2.0,-0.007674555248069703,-0.0,25.0,0.0,-0.002627488311794046,25.0,48.0,1.0,1.0509065184428812,0.0035656598118825045,0.12400972728540675,1.5620134264437011,0.0,2019,
EURUSD,2019-08-30 04:00:00+00:00,2019-09-04 12:00:00+00:00,1,1.1038,-0.0012502264903061964,21,2.1148191368302034,0.0006171567695530027,2.1148191368302034,0.0006171567695530027,0.0,0.0,1.866679206838521,0.14064171122994562,5.365846249366584,0.04,0.12165292762524053,0.0035457793496698198,0.03803668166589344,0.9326077705241597,0.0,4.0,4.0,-0.009241055654710673,0.0,12.0,0.0,-0.004185654620074697,2.0,48.0,1.0,2.470360130035444,0.00804515433468933,0.41249999999998427,1.4917095334805601,0.0,2019,
EURJPY,2019-09-02 16:00:00+00:00,2019-09-04 08:00:00+00:00,1,116.51537298,0.004042353364657314,10,2.1735183005141785,0.0014668893555207416,2.1735183005141785,0.0014668893555207416,1.0,1.0,1.7902584302139564,0.2744862368592388,7.921295525835774,0.28,0.09108579898076515,0.009648591747170476,0.08017821370860218,1.5015397438494842,0.0,16.0,0.0,-0.004790975820273102,0.004300383742857461,3.0,10.0,-0.00261173833368078,3.0,4.0,0.0,1.2945639951734684,0.009091359563130563,0.4162090275661929,1.304777368991241,0.0,2019,
EURCAD,2019-09-08 20:00:00+00:00,2019-09-12 12:00:00+00:00,1,1.4513318684999998,0.007670765688833219,22,2.027861120370994,0.0013942954940659843,2.027861120370994,0.0013942954940659843,1.0,0.0,2.3464157966859407,0.34731737797127754,7.799278096018313,0.6,0.07944710975167008,0.004881147738899139,0.07029580840595862,1.689797440957144,0.0,20.0,6.0,-0.003482936639240375,0.00787828662152279,15.0,22.0,-0.0035914631467848235,15.0,4.0,0.0,2.1503229968209165,0.011361223260763165,0.2747616427686584,0.7204309065088162,1.0,2019,
GBPUSD,2019-09-13 20:00:00+00:00,2019-09-22 20:00:00+00:00,-1,1.2496950000000002,0.0021685291211058417,32,2.221153926182318,0.0018254301453016404,2.221153926182318,0.0018254301453016404,0.0,0.0,2.028999722680744,0.3585413241667904,11.641582050796785,0.34,0.2949339743582398,0.013122359104954517,0.15929364175754368,0.0,3.290932524275729,20.0,4.0,-0.0057611983292524815,0.008009666010530214,27.0,9.0,-0.005905228287483744,11.0,48.0,2.0,1.3034734457915678,0.0080016643461841,0.29794105773112495,1.8068429063613283,1.0,2019,
AUDNZD,2019-09-16 12:00:00+00:00,2019-09-19 00:00:00+00:00,-1,1.0806246811525744,0.004587947652758017,15,2.3144127622989537,0.0011818194164988638,2.3144127622989537,0.0011818194164988638,1.0,0.0,2.071152664859326,0.2659316952320768,6.30483685221256,0.47,0.09919427191254936,0.006602567820807037,0.047451656912317446,0.0,1.3146875593929706,12.0,0.0,-0.0012894124774076587,0.004864889565879826,1.0,15.0,-0.001660165605775421,9.0,4.0,0.0,1.2320665885608326,0.006154302043287485,0.2836398001463779,1.4276599797041318,0.0,2019,
GBPAUD,2019-09-17 16:00:00+00:00,2019-09-25 08:00:00+00:00,-1,1.8207620435776812,-0.005234564260741736,35,2.2751247230656477,0.0021274345918207457,2.2751247230656477,0.0021274345918207457,1.0,0.0,2.015491756511544,0.287970914289243,3.5042665273874576,0.38,0.1320258270892018,0.002650265460294454,0.039426356004909166,0.0,1.7628585409353654,16.0,1.0,-0.014670672231862136,-0.0,15.0,0.0,-0.005023538035813457,8.0,48.0,1.0,1.07309345999304,0.009601291778707388,0.1982845593977199,1.5282620487687995,0.0,2019,
GBPCHF,2019-09-17 16:00:00+00:00,2019-09-20 16:00:00+00:00,-1,1.2414684864,0.004445363261699118,18,2.113232433981245,0.002161988933450798,2.113232433981245,0.002161988933450798,1.0,0.0,1.9906465390000194,0.3441786571661914,4.441915684265197,0.42,0.16996177666663018,0.005494356643608755,0.031098850770158542,0.0,2.229520675930857,16.0,1.0,-0.0035022250776950425,0.004686446330926741,15.0,18.0,-0.003208912192948943,12.0,4.0,0.0,1.1983954722594856,0.008188671408621784,0.23008940347389234,1.60896551331091,0.0,2019,
USDCHF,2019-09-18 20:00:00+00:00,2019-09-19 04:00:00+00:00,-1,0.9969700000000001,0.004393311734555919,2,2.3636978607738843,0.0013369995541998832,2.3636978607738843,0.0013369995541998832,0.0,0.0,1.7717047502699599,0.11569910057236284,-0.014634759046145973,0.36,0.21913769067988084,0.005475667063308043,0.035839471880480686,0.0,1.1583708592002788,20.0,2.0,-0.0,0.004493390303103251,0.0,2.0,0.0005616737878879619,1.0,4.0,0.0,1.0935532169679736,0.004493390303103251,,1.1187169912703847,0.0,2019,
EURGBP,2019-09-20 08:00:00+00:00,2019-09-24 04:00:00+00:00,1,0.8835052189091374,0.0010555752628681682,12,2.147390759721281,0.0016723801879099786,2.147390759721281,0.0016723801879099786,1.0,0.0,2.227407787734993,0.25232195157167703,5.00755687403894,0.26,0.14185220711836036,0.008364006741682473,0.06544021306396235,2.0337497550157253,0.0,8.0,4.0,-0.002590406397987133,0.001395368734242286,1.0,12.0,-0.002590406397987133,1.0,48.0,1.0,1.0726042239860663,0.003985775132229419,0.5533010354878078,1.6024495260539826,0.0,2019,
EURCAD,2019-09-26 08:00:00+00:00,2019-10-02 12:00:00+00:00,1,1.4484697204000003,0.006307166709344115,26,2.267089540028761,0.001018994542843088,2.267089540028761,0.001018994542843088,1.0,0.0,1.7608853169256822,0.29303713509003027,6.228007538583611,0.11,0.07336474556722486,0.005225290640000768,0.07021900732473696,1.3285541116172261,0.0,8.0,3.0,-0.004067284534642224,0.0065149565162268,17.0,26.0,-0.0015449354645131752,13.0,48.0,1.0,1.8546397259847422,0.010582241050869023,0.16874785403780748,0.6874034946815547,1.0,2019,
EURUSD,2019-09-26 08:00:00+00:00,2019-10-02 12:00:00+00:00,1,1.09325,0.0015458495312142256,26,2.0646011309350976,0.0015217232342027449,2.0646011309350976,0.0015217232342027449,0.0,0.0,1.8496343392845176,0.2837958818263207,0.659211366780653,0.56,0.16916520365741547,0.004954995908719173,0.08002435882731085,1.179587920873496,0.0,8.0,3.0,-0.00408883847715924,0.0016007756901630366,18.0,26.0,-0.002497210076654155,13.0,48.0,1.0,1.0,0.005689614167322277,0.251612903225796,1.3069824958747893,0.0,2019,
NZDUSD,2019-10-01 04:00:00+00:00,2019-10-02 16:00:00+00:00,1,0.62295,0.005971586804719443,9,2.2525503125931463,0.0017747095854491152,2.2525503125931463,0.0017747095854491152,0.0,0.0,1.981228181468983,0.04295584259537435,4.973656024355407,0.63,0.2711028817698436,0.008325256986701834,0.07568650522332236,1.3858403960459564,0.0,4.0,1.0,-0.001814153609041802,0.0061970202928332,1.0,9.0,-0.001814153609041802,1.0,4.0,0.0,1.4754782826841324,0.008011173901875002,0.4788135593220328,1.4804646136793669,1.0,2019,
NZDCAD,2019-10-01 04:00:00+00:00,2019-10-02 12:00:00+00:00,1,0.82640032,0.007329629301208307,8,2.4244714864704595,0.0017664579529916855,2.4244714864704595,0.0017664579529916855,1.0,0.0,2.1796191898437685,0.08293038466375557,3.7944820646393964,0.69,0.12690736838895275,0.008549770172804005,0.07118344241600308,1.4729976868218282,0.0,4.0,1.0,-0.0013421623848812736,0.007694046036799129,4.0,8.0,-0.0011971069493805775,1.0,4.0,0.0,1.7430959032118492,0.009036208421680403,0.3913344837841033,1.3631278836741587,1.0,2019,
AUDCAD,2019-10-01 08:00:00+00:00,2019-10-02 20:00:00+00:00,1,0.8890827504000002,0.005387157379720702,9,3.1189614161515586,0.0013435765084282413,3.1189614161515586,0.0013435765084282413,1.0,0.0,2.529626985342066,0.2755413314532955,10.9294082557969,0.57,0.11440776892023541,0.007832632963954533,0.054598584831063696,1.5647946678289757,0.0,8.0,1.0,-0.004547356026854743,0.005725549764827198,6.0,9.0,-0.002201595901511477,1.0,4.0,0.0,1.7442163244258044,0.010272905791681941,0.37945183734818483,1.1431516310207999,1.0,2019,
EURCHF,2019-10-11 04:00:00+00:00,2019-10-17 12:00:00+00:00,-1,1.0978218364999999,-0.0006240352279603641,27,2.0887605402982317,0.0012804566294216397,2.0887605402982317,0.0012804566294216397,1.0,0.0,1.9419022471015077,0.13953959417167844,2.8590080145314545,0.44,0.11392824524811009,0.005411518568387397,0.0714957151640897,0.0,1.1896320370982998,4.0,4.0,-0.004630027866839637,9.454204247238973e-05,1.0,8.0,-0.004630027866839637,1.0,48.0,1.0,1.4744121538780346,0.004279308943822668,0.26437555135227453,1.3052796425055626,0.0,2019,
USDCAD,2019-10-17 16:00:00+00:00,2019-10-29 12:00:00+00:00,1,1.3144200000000001,-0.00506687360204501,49,2.1437724319316542,0.0010384248864378643,2.1437724319316542,0.0010384248864378643,0.0,0.0,2.4275185826104115,0.35369458128078746,9.122112778730056,0.58,0.18487203049301282,0.00517236156549139,0.04672203668441542,1.512579454192521,0.0,16.0,3.0,-0.007045253963906428,0.0,48.0,0.0,-0.0014227456708969521,18.0,48.0,2.0,1.0,0.0020694482485773547,0.09373433583960705,1.7419780218150038,0.0,2019,
NZDUSD,2019-10-22 04:00:00+00:00,2019-10-24 12:00:00+00:00,-1,0.64256,0.007501245019920448,14,2.111699796958655,0.0017191212342559908,2.111699796958655,0.0017191212342559908,0.0,0.0,1.8558882879674943,0.21732886548587937,6.884426614902864,0.28,0.28604780433574245,0.008396766852389437,0.06361946427113421,0.0,2.717509727626447,4.0,1.0,-0.0,0.0077182826821033945,0.0,14.0,-0.0016650327560182587,8.0,4.0,0.0,1.0779619286838333,0.0077182826821033945,0.30835734870318726,0.807270515909421,1.0,2019,
EURCHF,2019-10-24 04:00:00+00:00,2019-10-25 20:00:00+00:00,-1,1.1036940662999999,0.0021464456250468015,10,2.0110996545646587,0.0005809386886173013,2.0110996545646587,0.0005809386886173013,1.0,0.0,1.7560438062891561,0.05084762400716815,-1.3084207551737848,0.07,0.04686319815032622,0.0015914356803095053,0.01826471244231917,0.0,0.4520751690595729,4.0,3.0,-0.0,0.002417931464673395,0.0,10.0,-0.00045322941461911626,5.0,4.0,0.0,1.2445857248904617,0.002417931464673395,0.38393479162097505,1.3087333806754402,0.0,2019,
EURCAD,2019-10-25 16:00:00+00:00,2019-10-29 12:00:00+00:00,1,1.4467456958000002,0.0047986368441627954,12,2.474119101017575,0.0009909298202719196,2.474119101017575,0.0009909298202719196,1.0,0.0,1.79010484266277,0.34892835998079647,11.008016179108296,0.27,0.07451602816025923,0.005469871413478211,0.055321116235760234,1.254489292618847,0.0,16.0,4.0,-0.0002323246232349696,0.005006517868833438,11.0,12.0,-0.0013499896382038745,10.0,48.0,1.0,1.6045805014023062,0.005238842492068407,0.45646666713734557,0.610788683901027,1.0,2019,
AUDNZD,2019-10-30 08:00:00+00:00,2019-10-31 08:00:00+00:00,-1,1.080421779411533,0.004690632670136901,6,2.335556671483361,0.0011125417112218036,2.335556671483361,0.0011125417112218036,1.0,0.0,2.076093756372179,0.26259997841014077,6.978768081850973,0.47,0.11307385314586625,0.003872540125225088,0.050518749245373355,0.0,1.4206050307304188,8.0,2.0,-0.00040620451694217685,0.004967612331092552,2.0,6.0,-0.001637137977227754,2.0,4.0,0.0,1.4456126346748883,0.005373816848034729,0.6038129007667468,0.39909601609097217,0.0,2019,
AUDCHF,2019-10-31 04:00:00+00:00,2019-10-31 12:00:00+00:00,-1,0.6832425879,0.005122607346180691,2,2.2057935321159268,0.0010311835332089932,2.2057935321159268,0.0010311835332089932,1.0,0.0,1.8361182629352288,0.19970006801082696,3.2728418417705143,0.09,0.07541426831927825,0.0021694007914034863,0.011220556626183934,0.0,1.0266442473963768,4.0,3.0,-0.0,0.005560469292880343,0.0,2.0,0.0013520875355691464,2.0,4.0,0.0,1.448180315255157,0.005560469292880343,,0.9647183445607512,1.0,2019,
EURAUD,2019-11-05 12:00:00+00:00,2019-11-11 08:00:00+00:00,1,1.6060123890468179,0.0017800242524341648,24,2.472909751342745,0.0012159050630819754,2.472909751342745,0.0012159050630819754,1.0,0.0,1.878408052943021,0.31158412979696337,8.144316003826319,0.61,0.07711030706188488,0.005404347150540723,0.03906793013185582,1.4022625471752577,0.0,12.0,1.0,-0.0030188740493960475,0.003154581913534571,13.0,9.0,-0.002034323707890584,13.0,48.0,1.0,1.284979885025136,0.004985880079151905,0.23309111155358397,1.5539673502853273,0.0,2019,
AUDNZD,2019-11-06 08:00:00+00:00,2019-11-11 00:00:00+00:00,-1,1.0819571126031438,0.0014138736880689325,17,2.0069708456357374,0.0014143447968616373,2.0069708456357374,0.0014143447968616373,1.0,0.0,2.0795263104809525,0.09191443317897179,1.8879800542974152,0.56,0.12645971388512764,0.0071791086867285525,0.07247641019708523,0.0,1.0986060626027039,8.0,2.0,-0.0022576017750381983,0.0017229870613272302,7.0,1.0,-0.003401301411542046,12.0,48.0,1.0,1.0519978554726201,0.003948516354396858,0.37316381343779714,1.1911016094391171,0.0,2019,
NZDCAD,2019-11-19 20:00:00+00:00,2019-11-27 20:00:00+00:00,-1,0.8533992734,0.0015722722549953029,37,2.178502408329687,0.001458489525513254,2.178502408329687,0.001458489525513254,1.0,0.0,2.589100473566609,0.25658134459215215,6.467223696615022,0.09,0.11390966171458106,0.00807610981434892,0.061651949021407325,0.0,2.1061720502434893,20.0,1.0,-0.0030856725933450235,0.004336926426349419,9.0,11.0,-0.0024729574094672913,9.0,48.0,1.0,1.4851636090242846,0.005009142100219743,0.14697494977185183,1.5325950773836345,0.0,2019,
AUDNZD,2019-11-26 00:00:00+00:00,2019-12-11 00:00:00+00:00,1,1.0561866309494143,-0.011462053839885805,68,2.0201048016149707,0.0008982827607269837,2.0201048016149707,0.0008982827607269837,1.0,0.0,2.2879012332393764,0.27624338374765617,0.7694746596002489,0.26,0.07128342965634883,0.0015247629443315702,0.02608735639119806,0.8905990935403431,0.0,0.0,1.0,-0.014706874665656233,0.0008148502660374479,65.0,3.0,-0.003656162215370462,42.0,48.0,2.0,1.6034248209423052,0.003527273804371789,0.11191897257483256,1.6916778450539558,0.0,2019,
NZDCAD,2019-12-02 04:00:00+00:00,2019-12-05 08:00:00+00:00,-1,0.8571610111999999,-0.003582011500618419,19,2.7898853245313937,0.001476457786967659,2.7898853245313937,0.001476457786967659,1.0,0.0,1.9510557975037301,0.2173157717342117,-1.541394358471429,0.35,0.12516102919482566,0.0055623864802467615,0.02546752549582352,0.0,0.7961378268250651,4.0,0.0,-0.01190126542958847,-0.0,7.0,0.0,-0.005193354502432079,2.0,4.0,0.0,1.5248358655198002,0.008669812008592181,0.3069053849476427,1.687056673032221,0.0,2019,
EURCHF,2019-12-18 20:00:00+00:00,2019-12-26 12:00:00+00:00,1,1.0895592386000001,-0.0005395327570765909,32,2.069559114290673,0.0008636957193376805,2.069559114290673,0.0008636957193376805,1.0,0.0,2.062084878305349,0.08405286857928283,2.3160574192934007,0.33,0.062176432109734524,0.005372788972173526,0.050714567375922795,1.1064988941106397,0.0,20.0,2.0,-0.0031077419577889565,0.0015759267859765114,27.0,3.0,-0.0033590320977106014,4.0,48.0,2.0,1.3108472898999486,0.0028435135211272167,0.31139272777740507,1.4907307324103267,0.0,2019,
USDCHF,2019-12-19 20:00:00+00:00,2019-12-20 12:00:00+00:00,1,0.9783400000000001,0.0033730604902180465,4,2.1276726667988206,0.0010138723890320007,2.1276726667988206,0.0010138723890320007,0.0,0.0,2.420602179932653,0.19377729257642082,2.3184874933207595,0.34,0.16707626041395715,0.00293691746038216,0.03033608489655258,1.0432221244911721,0.0,20.0,3.0,0.0,0.00347545206431632,0.0,4.0,0.0003271013707590864,2.0,4.0,0.0,1.0507831013201574,0.00347545206431632,,1.5633221014838075,0.0,2019,
EURAUD,2019-12-20 16:00:00+00:00,2020-01-02 00:00:00+00:00,1,1.6048705760899487,-0.002779688139512419,44,2.4399898017075152,0.0012979356552690197,2.4399898017075152,0.0012979356552690197,1.0,0.0,2.0325626813647784,0.16820897447570055,7.955068009029588,0.17,0.1255219860158992,0.009831753498439566,0.08207729720432815,1.4589850056484792,0.0,16.0,4.0,-0.004718747299333748,0.0009711511483414537,40.0,1.0,-0.002497030397051958,5.0,48.0,4.0,1.237155296212789,0.0021257477654531565,0.13832823073151765,1.6261776200054738,0.0,2020,
NZDUSD,2019-12-23 16:00:00+00:00,2020-01-02 08:00:00+00:00,-1,0.66371,-0.007789546639345512,39,2.0052140615323357,0.0014306774152749097,2.0052140615323357,0.0014306774152749097,0.0,0.0,1.8528610257450409,0.032717849044381506,-0.6799260915192491,0.13,0.21912191714971285,0.0034674903849065686,0.04920537546210387,0.0,1.0411793997374443,16.0,0.0,-0.015803428846907108,0.0017776974298714388,33.0,2.0,-0.0037060471843080034,19.0,48.0,3.0,1.1858827288228448,0.008225616921269108,0.14590747330960627,1.5681868857662593,0.0,2020,
USDCAD,2019-12-26 20:00:00+00:00,2020-01-07 12:00:00+00:00,1,1.3111,-0.007436503699183699,43,2.226329088039775,0.0008892674020434941,2.226329088039775,0.0008892674020434941,0.0,0.0,1.8362797395421269,0.17114485981308744,3.2637120354342244,0.22,0.11423165045115133,0.0037550548815714624,0.03862378869026029,0.5142604263631099,0.0,20.0,3.0,-0.01119721747620217,0.0,39.0,0.0,-0.0038595313644128604,17.0,48.0,3.0,1.7827684555717729,0.0038519038320723453,0.1694007365249357,1.7843655258648554,0.0,2020,
AUDUSD,2019-12-27 12:00:00+00:00,2020-01-03 00:00:00+00:00,-1,0.69817,0.0019336264806566414,23,2.0613827029380967,0.0010235236382685829,2.0613827029380967,0.0010235236382685829,0.0,0.0,2.404191805522476,0.4577742699289657,9.728647985691353,0.13,0.15847730576279276,0.007212858836113556,0.06689853139211323,0.0,1.8426830843415096,12.0,4.0,-0.0064880193638017225,0.0020480944128558054,13.0,23.0,-0.0025493762621562333,20.0,48.0,2.0,1.3654937339568354,0.008536113776657528,0.2189421894219111,1.7002765406626923,0.0,2020,
USDCHF,2019-12-27 12:00:00+00:00,2020-01-03 08:00:00+00:00,1,0.97589,-0.0023978112287246166,25,3.3683358944605386,0.0010836458393831622,3.3683358944605386,0.0010836458393831622,0.0,0.0,2.1353969584966634,0.1802835921674556,4.693570801304475,0.54,0.14541563843832117,0.004040898793852943,0.029403540550037827,0.7284686789205088,0.0,12.0,4.0,-0.009438022626660159,0.0,12.0,0.0,-0.0026336284636825358,12.0,48.0,2.0,1.5771167255226173,0.0071425643548123086,0.14175399889685206,1.6228132065460827,0.0,2020,
EURUSD,2019-12-27 16:00:00+00:00,2020-01-02 16:00:00+00:00,-1,1.1187,0.0018235451863768605,20,2.0837309118759415,0.0008305392662973604,2.0837309118759415,0.0008305392662973604,0.0,0.0,1.8316397243231326,0.13402802730865895,10.798105112068754,0.33,0.12682316295177146,0.006174286126334083,0.07280859013485273,0.0,0.7999713336140344,16.0,4.0,-0.0036112377427977016,0.0018771285296720341,11.0,20.0,-0.0019933317243661097,11.0,48.0,2.0,1.3395894839432967,0.005488366272469736,0.24371584699454849,1.523180366491662,0.0,2020,
EURJPY,2019-12-27 16:00:00+00:00,2019-12-31 00:00:00+00:00,-1,122.37294327000002,0.004898076764220257,9,2.1275008504343957,0.0010061723160261608,2.1275008504343957,0.0010061723160261608,1.0,1.0,2.3355119954117325,0.10283014552020732,9.244851037242086,0.33,0.09863125494129163,0.008143027986359908,0.06647135393467578,0.0,0.970156811323193,16.0,4.0,-0.0,0.005142598634993889,0.0,9.0,-0.0010310897187121304,2.0,48.0,1.0,1.1577332638444477,0.005142598634993889,0.7516284803771769,1.3216215182751319,1.0,2019,
EURCHF,2020-01-01 20:00:00+00:00,2020-01-02 04:00:00+00:00,1,1.0858157136000002,0.0012031671522495927,2,2.5718463766877986,0.0010951189904465119,2.5718463766877986,0.0010951189904465119,1.0,0.0,2.345410603634324,0.1302822545332082,-2.6376194678232636,0.66,0.09871791904162222,0.005445115055328076,0.01271925953959664,0.5777481507422905,0.0,20.0,2.0,0.0,0.0014796615384242706,0.0,2.0,0.0005749924605520373,1.0,4.0,0.0,1.024580327596101,0.0014796615384242706,,1.5173712093679563,0.0,2020,
EURCAD,2020-01-02 20:00:00+00:00,2020-01-09 12:00:00+00:00,1,1.4505219887999998,0.002309402150305452,29,2.8412231041752136,0.0011455982755513123,2.8412231041752136,0.0011455982755513123,1.0,0.0,2.5175025538032,0.18602693915669813,8.625306636925501,0.5,0.08304816645249281,0.007637505979918968,0.05197483121630167,0.9250114793904007,0.0,20.0,3.0,-0.0031058241849574175,0.002516484479970993,2.0,29.0,-0.003975829404131548,2.0,48.0,1.0,1.4620008491573564,0.00562230866492841,0.31178851736072505,1.2252355917046338,0.0,2020,
EURCHF,2020-01-08 00:00:00+00:00,2020-01-13 00:00:00+00:00,1,1.0819788809999997,0.00033501901595819173,19,2.3353930320770213,0.000968664539821106,2.3353930320770213,0.000968664539821106,1.0,0.0,2.3985151369397277,0.22462531728811275,0.6291700758571181,0.38,0.07820090940481904,0.0036031414532616823,0.03679225208519921,0.8764155145184492,0.0,0.0,2.0,-0.0026675261223683133,0.0012248966756880364,3.0,7.0,-0.0025164024068979884,3.0,48.0,1.0,1.3022508143669456,0.003279899771875483,0.35880681699485495,1.6018296275204231,0.0,2020,
EURJPY,2020-01-13 16:00:00+00:00,2020-01-17 12:00:00+00:00,-1,122.41832204,0.001530530372232902,23,2.096034991950651,0.0014718002869999669,2.096034991950651,0.0014718002869999669,1.0,1.0,1.880036639910434,0.3220212462599577,5.383867342445811,0.62,0.08259942966421066,0.005846808966641026,0.05731944277930532,0.0,1.7495112700209259,16.0,0.0,-0.002476296035657022,0.0017753741904430465,21.0,23.0,-0.0016430712378634471,11.0,4.0,0.0,1.0,0.004251670226100068,0.22597430044309802,1.2397274051471523,0.0,2020,
EURCHF,2020-01-14 12:00:00+00:00,2020-01-22 04:00:00+00:00,1,1.0769805999,0.0002757108159865477,35,3.155310946013653,0.001079857845051927,3.155310946013653,0.001079857845051927,1.0,0.0,2.3988330731611343,0.21249972455296465,5.429025574199187,0.61,0.06974241703940826,0.003927814305781485,0.03575568191710125,0.8378567801795033,0.0,12.0,1.0,-0.003738094831604699,0.0005543445738407371,20.0,35.0,-0.001508829801224909,7.0,48.0,1.0,1.0311567689169416,0.004292439405445436,0.16886469622909372,1.3638097527573882,0.0,2020,
USDCHF,2020-01-16 12:00:00+00:00,2020-01-19 20:00:00+00:00,1,0.9641499999999998,0.004076129233003439,9,2.3032253628269324,0.0010061272003366421,2.3032253628269324,0.0010061272003366421,0.0,0.0,1.9199813371918548,0.1733487164695724,8.553030992995176,0.25,0.18956902909495044,0.004642266335814771,0.050153066180364275,1.3046504139356623,0.0,12.0,3.0,0.0,0.004180064308681786,0.0,9.0,-0.0002904263043252975,8.0,48.0,1.0,1.0736756485442642,0.004180064308681786,0.8235294117649281,1.25110334504209,0.0,2020,
EURCAD,2020-01-20 16:00:00+00:00,2020-01-21 08:00:00+00:00,1,1.4470309427999999,0.0026163564219808546,4,2.0567363191849233,0.0005903460677740073,2.0567363191849233,0.0005903460677740073,1.0,0.0,1.8325586737105342,0.09662723672823446,2.8119480984750425,0.01,0.05490030119742527,0.003666431644041679,0.018494195249006334,0.6415919982166968,0.0,16.0,0.0,0.0,0.0028239702239030162,0.0,4.0,0.0004350346883288392,1.0,4.0,0.0,1.1896748706943852,0.0028239702239030162,,1.2037165541416053,0.0,2020,
EURCHF,2020-01-27 12:00:00+00:00,2020-01-28 16:00:00+00:00,1,1.0680004032,0.0036075918964598146,7,2.585773450528131,0.001082662426077807,2.585773450528131,0.001082662426077807,1.0,0.0,2.065528362013953,0.21065357655112424,1.4261262171568774,0.69,0.08091259589758859,0.003061188104048318,0.020655173364538076,0.8265472269266001,0.0,12.0,0.0,0.0,0.003889036879655583,0.0,7.0,-0.0007184548488259335,5.0,4.0,0.0,1.0772499155700146,0.003889036879655583,1.0,1.5370313622663359,0.0,2020,
AUDCAD,2020-01-28 20:00:00+00:00,2020-02-03 20:00:00+00:00,1,0.8904832496,-0.001434542424659552,25,2.1144497166451894,0.001145097010199094,2.1144497166451894,0.001145097010199094,1.0,0.0,2.3487178577366596,0.23661425608601078,7.065432666524899,0.14,0.08975177058445452,0.007493127723087967,0.04174070440438836,1.704466894028637,0.0,20.0,1.0,-0.0062825403886836995,0.0016255252745533966,18.0,5.0,-0.003732492301610657,10.0,48.0,1.0,1.2782115725529515,0.005184708761661994,0.276570912575013,1.6171459857891175,0.0,2020,
EURAUD,2020-01-28 20:00:00+00:00,2020-02-04 12:00:00+00:00,-1,1.6294555355136322,-0.007178147067369972,29,2.10208468739941,0.001343751064054808,2.10208468739941,0.001343751064054808,1.0,0.0,1.98306734207054,0.27416513815599836,4.293853095095727,0.53,0.10562142439833866,0.0073174887209397355,0.02838569109649356,0.0,1.2922919921683202,20.0,1.0,-0.01840357959541561,0.0025578731354478634,18.0,1.0,-0.0050805890997833725,10.0,48.0,1.0,1.6428739673293684,0.011410186884543982,0.19026693401564398,1.7838191999766135,0.0,2020,
NZDUSD,2020-01-30 08:00:00+00:00,2020-02-04 20:00:00+00:00,1,0.65085,-0.002688791580241175,22,2.084211270512516,0.0011408064367983387,2.084211270512516,0.0011408064367983387,0.0,0.0,2.032724312064583,0.3527851458885954,7.440195991949267,0.01,0.246634997780834,0.0034028203556100145,0.04595557534932893,1.8287243532560318,0.0,8.0,3.0,-0.007713820338670518,0.0,10.0,0.0,-0.0032115307784504887,1.0,48.0,1.0,1.2518368092156391,0.005239866006945482,0.2724902216427653,1.7532199790247827,0.0,2020,
NZDCAD,2020-01-30 20:00:00+00:00,2020-02-03 16:00:00+00:00,1,0.8566774769999999,0.0031605453308772664,12,2.076090423615476,0.001302883964392445,2.076090423615476,0.001302883964392445,1.0,0.0,2.2510123121070396,0.13182083477558998,3.4583219281164475,0.23,0.11886822499521484,0.003740514270830886,0.03526692274059349,1.5055477201488146,0.0,20.0,3.0,-0.0018213395855835035,0.0035113502844461575,3.0,12.0,-0.0012071010303384977,3.0,48.0,1.0,1.0510025112680446,0.005332689870029661,0.3319645468745428,1.3825152549840536,0.0,2020,
USDCAD,2020-02-03 16:00:00+00:00,2020-02-11 08:00:00+00:00,-1,1.32944,0.0003535323143576529,35,2.133549454155774,0.0008285817556963619,2.133549454155774,0.0008285817556963619,0.0,0.0,1.8651511927987412,0.44614361702128447,9.068024539231814,0.61,0.15369321455766866,0.004452825044868991,0.025847187903001764,0.0,1.0291090855630651,16.0,0.0,-0.001805189921023187,0.0014591951861601116,30.0,16.0,-0.0019556224144416934,30.0,48.0,1.0,1.0263672902239152,0.0022489657766079363,0.2278702892199892,1.6749962230154087,0.0,2020,
